Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Subprocess,Sub TAT (Days),Sub Actual Start Date,Sub Actual End Date,Status Type,Status,Quantity,Actual Days,Order Start Date,Month,Process Sequence,Subprocess Sequence
ORD0002,Guwahati,East,Kerala,South,Dispatch,Verify Shipping Details,2,8/27/2025,8/29/2025,On Time,1,930,2,6/16/2025,June,4,1
ORD0002,Guwahati,East,Kerala,South,Dispatch,Generate Shipping Labels,2,8/29/2025,9/1/2025,Delay,1,930,3,6/16/2025,June,4,2
ORD0002,Guwahati,East,Kerala,South,Dispatch,Schedule Pickup or Delivery,2,8/31/2025,9/2/2025,On Time,1,930,2,6/16/2025,June,4,3
ORD0002,Guwahati,East,Kerala,South,Invoice,Verify Invoice Details,5,6/16/2025,6/21/2025,On Time,1,930,5,6/16/2025,June,1,1
ORD0002,Guwahati,East,Kerala,South,Invoice,Authorize Payment,5,6/21/2025,6/26/2025,On Time,1,930,5,6/16/2025,June,1,2
ORD0002,Guwahati,East,Kerala,South,Invoice,Validate Tax and Charges,5,6/26/2025,7/1/2025,On Time,1,930,5,6/16/2025,June,1,3
ORD0002,Guwahati,East,Kerala,South,Invoice,Update Accounts Payable,6,7/1/2025,7/7/2025,On Time,1,930,6,6/16/2025,June,1,4
ORD0002,Guwahati,East,Kerala,South,Payment,Verify Invoice Details,2,9/2/2025,9/4/2025,On Time,1,930,2,6/16/2025,June,5,1
ORD0002,Guwahati,East,Kerala,South,Payment,Authorize Payment,4,9/4/2025,9/8/2025,On Time,1,930,4,6/16/2025,June,5,2
ORD0002,Guwahati,East,Kerala,South,Payment,Process Payment,4,9/8/2025,9/12/2025,On Time,1,930,4,6/16/2025,June,5,3
ORD0002,Guwahati,East,Kerala,South,Procurement,Submit New Request,4,7/7/2025,7/13/2025,Delay,1,930,6,6/16/2025,June,2,1
ORD0002,Guwahati,East,Kerala,South,Procurement,Review Request,2,7/11/2025,7/15/2025,Delay,1,930,4,6/16/2025,June,2,2
ORD0002,Guwahati,East,Kerala,South,Procurement,Prepare PO,2,7/13/2025,7/16/2025,Delay,1,930,3,6/16/2025,June,2,3
ORD0002,Guwahati,East,Kerala,South,Procurement,Send PO to Supplier,2,7/15/2025,7/17/2025,On Time,1,930,2,6/16/2025,June,2,4
ORD0002,Guwahati,East,Kerala,South,Procurement,Receive Raw Material,6,7/17/2025,7/23/2025,On Time,1,930,6,6/16/2025,June,2,5
ORD0002,Guwahati,East,Kerala,South,Procurement,Quality Check,5,7/23/2025,7/28/2025,On Time,1,930,5,6/16/2025,June,2,6
ORD0002,Guwahati,East,Kerala,South,Procurement,Receive Raw Material in Store,2,7/28/2025,7/30/2025,On Time,1,930,2,6/16/2025,June,2,7
ORD0002,Guwahati,East,Kerala,South,Production,Initiate Production,11,7/30/2025,8/10/2025,On Time,1,930,11,6/16/2025,June,3,1
ORD0002,Guwahati,East,Kerala,South,Production,Issue Raw Material,8,8/10/2025,8/18/2025,On Time,1,930,8,6/16/2025,June,3,2
ORD0002,Guwahati,East,Kerala,South,Production,Complete Production,9,8/18/2025,8/27/2025,On Time,1,930,9,6/16/2025,June,3,3
ORD0003,Surat,South,Jaipur,North,Dispatch,Verify Shipping Details,2,7/20/2025,7/22/2025,On Time,1,1206,2,6/11/2025,June,4,1
ORD0003,Surat,South,Jaipur,North,Dispatch,Generate Shipping Labels,2,7/22/2025,7/24/2025,On Time,1,1206,2,6/11/2025,June,4,2
ORD0003,Surat,South,Jaipur,North,Dispatch,Schedule Pickup or Delivery,2,7/24/2025,7/26/2025,On Time,1,1206,2,6/11/2025,June,4,3
ORD0003,Surat,South,Jaipur,North,Invoice,Verify Invoice Details,1,6/11/2025,6/12/2025,On Time,1,1206,1,6/11/2025,June,1,1
ORD0003,Surat,South,Jaipur,North,Invoice,Authorize Payment,1,6/12/2025,6/14/2025,Delay,1,1206,2,6/11/2025,June,1,2
ORD0003,Surat,South,Jaipur,North,Invoice,Validate Tax and Charges,1,6/13/2025,6/14/2025,On Time,1,1206,1,6/11/2025,June,1,3
ORD0003,Surat,South,Jaipur,North,Invoice,Update Accounts Payable,1,6/14/2025,6/15/2025,On Time,1,1206,1,6/11/2025,June,1,4
ORD0003,Surat,South,Jaipur,North,Payment,Verify Invoice Details,1,7/26/2025,7/27/2025,On Time,1,1206,1,6/11/2025,June,5,1
ORD0003,Surat,South,Jaipur,North,Payment,Authorize Payment,1,7/27/2025,7/28/2025,On Time,1,1206,1,6/11/2025,June,5,2
ORD0003,Surat,South,Jaipur,North,Payment,Process Payment,1,7/28/2025,7/30/2025,Delay,1,1206,2,6/11/2025,June,5,3
ORD0003,Surat,South,Jaipur,North,Procurement,Submit New Request,2,6/15/2025,6/18/2025,Delay,1,1206,3,6/11/2025,June,2,1
ORD0003,Surat,South,Jaipur,North,Procurement,Review Request,2,6/17/2025,6/19/2025,On Time,1,1206,2,6/11/2025,June,2,2
ORD0003,Surat,South,Jaipur,North,Procurement,Prepare PO,2,6/19/2025,6/21/2025,On Time,1,1206,2,6/11/2025,June,2,3
ORD0003,Surat,South,Jaipur,North,Procurement,Send PO to Supplier,2,6/21/2025,6/23/2025,On Time,1,1206,2,6/11/2025,June,2,4
ORD0003,Surat,South,Jaipur,North,Procurement,Receive Raw Material,3,6/23/2025,6/26/2025,On Time,1,1206,3,6/11/2025,June,2,5
ORD0003,Surat,South,Jaipur,North,Procurement,Quality Check,2,6/26/2025,6/28/2025,On Time,1,1206,2,6/11/2025,June,2,6
ORD0003,Surat,South,Jaipur,North,Procurement,Receive Raw Material in Store,2,6/28/2025,6/30/2025,On Time,1,1206,2,6/11/2025,June,2,7
ORD0003,Surat,South,Jaipur,North,Production,Initiate Production,7,6/30/2025,7/7/2025,On Time,1,1206,7,6/11/2025,June,3,1
ORD0003,Surat,South,Jaipur,North,Production,Issue Raw Material,6,7/7/2025,7/13/2025,On Time,1,1206,6,6/11/2025,June,3,2
ORD0003,Surat,South,Jaipur,North,Production,Complete Production,7,7/13/2025,7/20/2025,On Time,1,1206,7,6/11/2025,June,3,3
ORD0004,Ranchi,South,Patna,North,Dispatch,Verify Shipping Details,5,6/14/2025,6/19/2025,On Time,1,508,5,6/10/2025,June,4,1
ORD0004,Ranchi,South,Patna,North,Dispatch,Generate Shipping Labels,2,6/19/2025,6/21/2025,On Time,1,508,2,6/10/2025,June,4,2
ORD0004,Ranchi,South,Patna,North,Dispatch,Schedule Pickup or Delivery,5,6/21/2025,6/26/2025,On Time,1,508,5,6/10/2025,June,4,3
ORD0004,Ranchi,South,Patna,North,Invoice,Verify Invoice Details,1,6/10/2025,6/11/2025,On Time,1,508,1,6/10/2025,June,1,1
ORD0004,Ranchi,South,Patna,North,Invoice,Authorize Payment,1,6/11/2025,6/12/2025,On Time,1,508,1,6/10/2025,June,1,2
ORD0004,Ranchi,South,Patna,North,Invoice,Validate Tax and Charges,1,6/12/2025,6/13/2025,On Time,1,508,1,6/10/2025,June,1,3
ORD0004,Ranchi,South,Patna,North,Invoice,Update Accounts Payable,1,6/13/2025,6/14/2025,On Time,1,508,1,6/10/2025,June,1,4
ORD0004,Ranchi,South,Patna,North,Payment,Verify Invoice Details,1,6/26/2025,6/27/2025,On Time,1,508,1,6/10/2025,June,5,1
ORD0004,Ranchi,South,Patna,North,Payment,Authorize Payment,1,6/27/2025,6/28/2025,On Time,1,508,1,6/10/2025,June,5,2
ORD0004,Ranchi,South,Patna,North,Payment,Process Payment,1,6/28/2025,6/29/2025,On Time,1,508,1,6/10/2025,June,5,3
ORD0005,Guwahati,South,Jaipur,North,Dispatch,Verify Shipping Details,2,6/27/2025,6/29/2025,On Time,1,1353,2,6/19/2025,June,4,1
ORD0005,Guwahati,South,Jaipur,North,Dispatch,Generate Shipping Labels,6,6/29/2025,7/5/2025,On Time,1,1353,6,6/19/2025,June,4,2
ORD0005,Guwahati,South,Jaipur,North,Dispatch,Schedule Pickup or Delivery,5,7/5/2025,7/10/2025,On Time,1,1353,5,6/19/2025,June,4,3
ORD0005,Guwahati,South,Jaipur,North,Invoice,Verify Invoice Details,5,6/19/2025,6/24/2025,On Time,1,1353,5,6/19/2025,June,1,1
ORD0005,Guwahati,South,Jaipur,North,Invoice,Authorize Payment,1,6/24/2025,6/25/2025,On Time,1,1353,1,6/19/2025,June,1,2
ORD0005,Guwahati,South,Jaipur,North,Invoice,Validate Tax and Charges,1,6/25/2025,6/26/2025,On Time,1,1353,1,6/19/2025,June,1,3
ORD0005,Guwahati,South,Jaipur,North,Invoice,Update Accounts Payable,1,6/26/2025,6/27/2025,On Time,1,1353,1,6/19/2025,June,1,4
ORD0005,Guwahati,South,Jaipur,North,Payment,Verify Invoice Details,1,7/10/2025,7/11/2025,On Time,1,1353,1,6/19/2025,June,5,1
ORD0005,Guwahati,South,Jaipur,North,Payment,Authorize Payment,5,7/11/2025,7/16/2025,On Time,1,1353,5,6/19/2025,June,5,2
ORD0005,Guwahati,South,Jaipur,North,Payment,Process Payment,1,7/16/2025,7/18/2025,Delay,1,1353,2,6/19/2025,June,5,3
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,Verify Shipping Details,2,7/23/2025,7/25/2025,On Time,1,991,2,6/10/2025,June,4,1
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,Generate Shipping Labels,2,7/25/2025,7/28/2025,Delay,1,991,3,6/10/2025,June,4,2
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,Schedule Pickup or Delivery,2,7/27/2025,7/29/2025,On Time,1,991,2,6/10/2025,June,4,3
ORD0006,Mumbai,North,Mirzapur,West,Invoice,Verify Invoice Details,2,6/10/2025,6/12/2025,On Time,1,991,2,6/10/2025,June,1,1
ORD0006,Mumbai,North,Mirzapur,West,Invoice,Authorize Payment,2,6/12/2025,6/14/2025,On Time,1,991,2,6/10/2025,June,1,2
ORD0006,Mumbai,North,Mirzapur,West,Invoice,Validate Tax and Charges,2,6/14/2025,6/16/2025,On Time,1,991,2,6/10/2025,June,1,3
ORD0006,Mumbai,North,Mirzapur,West,Invoice,Update Accounts Payable,2,6/16/2025,6/18/2025,On Time,1,991,2,6/10/2025,June,1,4
ORD0006,Mumbai,North,Mirzapur,West,Payment,Verify Invoice Details,5,7/29/2025,8/3/2025,On Time,1,991,5,6/10/2025,June,5,1
ORD0006,Mumbai,North,Mirzapur,West,Payment,Authorize Payment,4,8/3/2025,8/7/2025,On Time,1,991,4,6/10/2025,June,5,2
ORD0006,Mumbai,North,Mirzapur,West,Payment,Process Payment,2,8/7/2025,8/11/2025,Delay,1,991,4,6/10/2025,June,5,3
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Submit New Request,2,6/18/2025,6/20/2025,On Time,1,991,2,6/10/2025,June,2,1
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Review Request,2,6/20/2025,6/22/2025,On Time,1,991,2,6/10/2025,June,2,2
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Prepare PO,2,6/22/2025,6/24/2025,On Time,1,991,2,6/10/2025,June,2,3
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Send PO to Supplier,2,6/24/2025,6/28/2025,Delay,1,991,4,6/10/2025,June,2,4
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Receive Raw Material,3,6/26/2025,6/30/2025,Delay,1,991,4,6/10/2025,June,2,5
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Quality Check,2,6/29/2025,7/1/2025,On Time,1,991,2,6/10/2025,June,2,6
ORD0006,Mumbai,North,Mirzapur,West,Procurement,Receive Raw Material in Store,2,7/1/2025,7/3/2025,On Time,1,991,2,6/10/2025,June,2,7
ORD0006,Mumbai,North,Mirzapur,West,Production,Initiate Production,7,7/3/2025,7/10/2025,On Time,1,991,7,6/10/2025,June,3,1
ORD0006,Mumbai,North,Mirzapur,West,Production,Issue Raw Material,6,7/10/2025,7/16/2025,On Time,1,991,6,6/10/2025,June,3,2
ORD0006,Mumbai,North,Mirzapur,West,Production,Complete Production,7,7/16/2025,7/23/2025,On Time,1,991,7,6/10/2025,June,3,3
ORD0007,Bangalore,North,Kerala,South,Dispatch,Verify Shipping Details,5,8/3/2025,8/8/2025,On Time,1,1250,5,6/16/2025,June,4,1
ORD0007,Bangalore,North,Kerala,South,Dispatch,Generate Shipping Labels,5,8/8/2025,8/13/2025,On Time,1,1250,5,6/16/2025,June,4,2
ORD0007,Bangalore,North,Kerala,South,Dispatch,Schedule Pickup or Delivery,6,8/13/2025,8/19/2025,On Time,1,1250,6,6/16/2025,June,4,3
ORD0007,Bangalore,North,Kerala,South,Invoice,Verify Invoice Details,5,6/16/2025,6/21/2025,On Time,1,1250,5,6/16/2025,June,1,1
ORD0007,Bangalore,North,Kerala,South,Invoice,Authorize Payment,3,6/21/2025,6/24/2025,On Time,1,1250,3,6/16/2025,June,1,2
ORD0007,Bangalore,North,Kerala,South,Invoice,Validate Tax and Charges,4,6/24/2025,6/28/2025,On Time,1,1250,4,6/16/2025,June,1,3
ORD0007,Bangalore,North,Kerala,South,Invoice,Update Accounts Payable,1,6/28/2025,6/29/2025,On Time,1,1250,1,6/16/2025,June,1,4
ORD0007,Bangalore,North,Kerala,South,Payment,Verify Invoice Details,1,8/19/2025,8/20/2025,On Time,1,1250,1,6/16/2025,June,5,1
ORD0007,Bangalore,North,Kerala,South,Payment,Authorize Payment,1,8/20/2025,8/22/2025,Delay,1,1250,2,6/16/2025,June,5,2
ORD0007,Bangalore,North,Kerala,South,Payment,Process Payment,1,8/21/2025,8/22/2025,On Time,1,1250,1,6/16/2025,June,5,3
ORD0007,Bangalore,North,Kerala,South,Procurement,Submit New Request,2,6/29/2025,7/1/2025,On Time,1,1250,2,6/16/2025,June,2,1
ORD0007,Bangalore,North,Kerala,South,Procurement,Review Request,2,7/1/2025,7/3/2025,On Time,1,1250,2,6/16/2025,June,2,2
ORD0007,Bangalore,North,Kerala,South,Procurement,Prepare PO,2,7/3/2025,7/5/2025,On Time,1,1250,2,6/16/2025,June,2,3
ORD0007,Bangalore,North,Kerala,South,Procurement,Send PO to Supplier,2,7/5/2025,7/7/2025,On Time,1,1250,2,6/16/2025,June,2,4
ORD0007,Bangalore,North,Kerala,South,Procurement,Receive Raw Material,3,7/7/2025,7/10/2025,On Time,1,1250,3,6/16/2025,June,2,5
ORD0007,Bangalore,North,Kerala,South,Procurement,Quality Check,2,7/10/2025,7/12/2025,On Time,1,1250,2,6/16/2025,June,2,6
ORD0007,Bangalore,North,Kerala,South,Procurement,Receive Raw Material in Store,2,7/12/2025,7/15/2025,Delay,1,1250,3,6/16/2025,June,2,7
ORD0007,Bangalore,North,Kerala,South,Production,Initiate Production,7,7/14/2025,7/21/2025,On Time,1,1250,7,6/16/2025,June,3,1
ORD0007,Bangalore,North,Kerala,South,Production,Issue Raw Material,6,7/21/2025,7/27/2025,On Time,1,1250,6,6/16/2025,June,3,2
ORD0007,Bangalore,North,Kerala,South,Production,Complete Production,7,7/27/2025,8/3/2025,On Time,1,1250,7,6/16/2025,June,3,3
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,Verify Shipping Details,1,8/7/2025,8/10/2025,Delay,1,953,3,6/19/2025,June,4,1
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,Generate Shipping Labels,5,8/8/2025,8/13/2025,On Time,1,953,5,6/19/2025,June,4,2
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,Schedule Pickup or Delivery,3,8/13/2025,8/16/2025,On Time,1,953,3,6/19/2025,June,4,3
ORD0008,Ranchi,South,Hyderabad,South,Invoice,Verify Invoice Details,0,6/19/2025,6/19/2025,On Time,1,953,0,6/19/2025,June,1,1
ORD0008,Ranchi,South,Hyderabad,South,Invoice,Authorize Payment,2,6/19/2025,6/21/2025,On Time,1,953,2,6/19/2025,June,1,2
ORD0008,Ranchi,South,Hyderabad,South,Invoice,Validate Tax and Charges,4,6/21/2025,6/25/2025,On Time,1,953,4,6/19/2025,June,1,3
ORD0008,Ranchi,South,Hyderabad,South,Invoice,Update Accounts Payable,3,6/25/2025,6/28/2025,On Time,1,953,3,6/19/2025,June,1,4
ORD0008,Ranchi,South,Hyderabad,South,Payment,Verify Invoice Details,1,8/16/2025,8/17/2025,On Time,1,953,1,6/19/2025,June,5,1
ORD0008,Ranchi,South,Hyderabad,South,Payment,Authorize Payment,1,8/17/2025,8/18/2025,On Time,1,953,1,6/19/2025,June,5,2
ORD0008,Ranchi,South,Hyderabad,South,Payment,Process Payment,1,8/18/2025,8/19/2025,On Time,1,953,1,6/19/2025,June,5,3
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Submit New Request,2,6/28/2025,6/30/2025,On Time,1,953,2,6/19/2025,June,2,1
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Review Request,2,6/30/2025,7/4/2025,Delay,1,953,4,6/19/2025,June,2,2
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Prepare PO,2,7/2/2025,7/6/2025,Delay,1,953,4,6/19/2025,June,2,3
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Send PO to Supplier,2,7/4/2025,7/8/2025,Delay,1,953,4,6/19/2025,June,2,4
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Receive Raw Material,3,7/6/2025,7/9/2025,On Time,1,953,3,6/19/2025,June,2,5
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Quality Check,2,7/9/2025,7/11/2025,On Time,1,953,2,6/19/2025,June,2,6
ORD0008,Ranchi,South,Hyderabad,South,Procurement,Receive Raw Material in Store,2,7/11/2025,7/13/2025,On Time,1,953,2,6/19/2025,June,2,7
ORD0008,Ranchi,South,Hyderabad,South,Production,Initiate Production,10,7/13/2025,7/25/2025,Delay,1,953,12,6/19/2025,June,3,1
ORD0008,Ranchi,South,Hyderabad,South,Production,Issue Raw Material,6,7/23/2025,7/29/2025,On Time,1,953,6,6/19/2025,June,3,2
ORD0008,Ranchi,South,Hyderabad,South,Production,Complete Production,9,7/29/2025,8/7/2025,On Time,1,953,9,6/19/2025,June,3,3
ORD0009,Mumbai,North,Lucknow,North,Dispatch,Verify Shipping Details,5,8/24/2025,8/29/2025,On Time,1,555,5,6/17/2025,June,4,1
ORD0009,Mumbai,North,Lucknow,North,Dispatch,Generate Shipping Labels,3,8/29/2025,9/1/2025,On Time,1,555,3,6/17/2025,June,4,2
ORD0009,Mumbai,North,Lucknow,North,Dispatch,Schedule Pickup or Delivery,5,9/1/2025,9/6/2025,On Time,1,555,5,6/17/2025,June,4,3
ORD0009,Mumbai,North,Lucknow,North,Invoice,Verify Invoice Details,2,6/17/2025,6/19/2025,On Time,1,555,2,6/17/2025,June,1,1
ORD0009,Mumbai,North,Lucknow,North,Invoice,Authorize Payment,0,6/19/2025,6/20/2025,Delay,1,555,1,6/17/2025,June,1,2
ORD0009,Mumbai,North,Lucknow,North,Invoice,Validate Tax and Charges,0,6/19/2025,6/19/2025,On Time,1,555,0,6/17/2025,June,1,3
ORD0009,Mumbai,North,Lucknow,North,Invoice,Update Accounts Payable,3,6/19/2025,6/22/2025,On Time,1,555,3,6/17/2025,June,1,4
ORD0009,Mumbai,North,Lucknow,North,Payment,Verify Invoice Details,1,9/6/2025,9/7/2025,On Time,1,555,1,6/17/2025,June,5,1
ORD0009,Mumbai,North,Lucknow,North,Payment,Authorize Payment,1,9/7/2025,9/9/2025,Delay,1,555,2,6/17/2025,June,5,2
ORD0009,Mumbai,North,Lucknow,North,Payment,Process Payment,1,9/8/2025,9/9/2025,On Time,1,555,1,6/17/2025,June,5,3
ORD0009,Mumbai,North,Lucknow,North,Procurement,Submit New Request,6,6/22/2025,6/28/2025,On Time,1,555,6,6/17/2025,June,2,1
ORD0009,Mumbai,North,Lucknow,North,Procurement,Review Request,6,6/28/2025,7/4/2025,On Time,1,555,6,6/17/2025,June,2,2
ORD0009,Mumbai,North,Lucknow,North,Procurement,Prepare PO,2,7/4/2025,7/7/2025,Delay,1,555,3,6/17/2025,June,2,3
ORD0009,Mumbai,North,Lucknow,North,Procurement,Send PO to Supplier,6,7/6/2025,7/12/2025,On Time,1,555,6,6/17/2025,June,2,4
ORD0009,Mumbai,North,Lucknow,North,Procurement,Receive Raw Material,3,7/12/2025,7/15/2025,On Time,1,555,3,6/17/2025,June,2,5
ORD0009,Mumbai,North,Lucknow,North,Procurement,Quality Check,4,7/15/2025,7/19/2025,On Time,1,555,4,6/17/2025,June,2,6
ORD0009,Mumbai,North,Lucknow,North,Procurement,Receive Raw Material in Store,4,7/19/2025,7/23/2025,On Time,1,555,4,6/17/2025,June,2,7
ORD0009,Mumbai,North,Lucknow,North,Production,Initiate Production,11,7/23/2025,8/3/2025,On Time,1,555,11,6/17/2025,June,3,1
ORD0009,Mumbai,North,Lucknow,North,Production,Issue Raw Material,10,8/3/2025,8/13/2025,On Time,1,555,10,6/17/2025,June,3,2
ORD0009,Mumbai,North,Lucknow,North,Production,Complete Production,11,8/13/2025,8/24/2025,On Time,1,555,11,6/17/2025,June,3,3
ORD0010,Chennai,South,Jaipur,North,Dispatch,Verify Shipping Details,2,7/29/2025,7/31/2025,On Time,1,1092,2,6/20/2025,June,4,1
ORD0010,Chennai,South,Jaipur,North,Dispatch,Generate Shipping Labels,2,7/31/2025,8/3/2025,Delay,1,1092,3,6/20/2025,June,4,2
ORD0010,Chennai,South,Jaipur,North,Dispatch,Schedule Pickup or Delivery,2,8/2/2025,8/4/2025,On Time,1,1092,2,6/20/2025,June,4,3
ORD0010,Chennai,South,Jaipur,North,Invoice,Verify Invoice Details,1,6/20/2025,6/23/2025,Delay,1,1092,3,6/20/2025,June,1,1
ORD0010,Chennai,South,Jaipur,North,Invoice,Authorize Payment,1,6/21/2025,6/22/2025,On Time,1,1092,1,6/20/2025,June,1,2
ORD0010,Chennai,South,Jaipur,North,Invoice,Validate Tax and Charges,1,6/22/2025,6/23/2025,On Time,1,1092,1,6/20/2025,June,1,3
ORD0010,Chennai,South,Jaipur,North,Invoice,Update Accounts Payable,1,6/23/2025,6/24/2025,On Time,1,1092,1,6/20/2025,June,1,4
ORD0010,Chennai,South,Jaipur,North,Payment,Verify Invoice Details,1,8/4/2025,8/5/2025,On Time,1,1092,1,6/20/2025,June,5,1
ORD0010,Chennai,South,Jaipur,North,Payment,Authorize Payment,1,8/5/2025,8/6/2025,On Time,1,1092,1,6/20/2025,June,5,2
ORD0010,Chennai,South,Jaipur,North,Payment,Process Payment,1,8/6/2025,8/7/2025,On Time,1,1092,1,6/20/2025,June,5,3
ORD0010,Chennai,South,Jaipur,North,Procurement,Submit New Request,2,6/24/2025,6/26/2025,On Time,1,1092,2,6/20/2025,June,2,1
ORD0010,Chennai,South,Jaipur,North,Procurement,Review Request,2,6/26/2025,6/28/2025,On Time,1,1092,2,6/20/2025,June,2,2
ORD0010,Chennai,South,Jaipur,North,Procurement,Prepare PO,2,6/28/2025,6/30/2025,On Time,1,1092,2,6/20/2025,June,2,3
ORD0010,Chennai,South,Jaipur,North,Procurement,Send PO to Supplier,2,6/30/2025,7/2/2025,On Time,1,1092,2,6/20/2025,June,2,4
ORD0010,Chennai,South,Jaipur,North,Procurement,Receive Raw Material,3,7/2/2025,7/5/2025,On Time,1,1092,3,6/20/2025,June,2,5
ORD0010,Chennai,South,Jaipur,North,Procurement,Quality Check,2,7/5/2025,7/7/2025,On Time,1,1092,2,6/20/2025,June,2,6
ORD0010,Chennai,South,Jaipur,North,Procurement,Receive Raw Material in Store,2,7/7/2025,7/9/2025,On Time,1,1092,2,6/20/2025,June,2,7
ORD0010,Chennai,South,Jaipur,North,Production,Initiate Production,7,7/9/2025,7/18/2025,Delay,1,1092,9,6/20/2025,June,3,1
ORD0010,Chennai,South,Jaipur,North,Production,Issue Raw Material,6,7/16/2025,7/22/2025,On Time,1,1092,6,6/20/2025,June,3,2
ORD0010,Chennai,South,Jaipur,North,Production,Complete Production,7,7/22/2025,7/29/2025,On Time,1,1092,7,6/20/2025,June,3,3
ORD0011,Ranchi,North,Patna,North,Dispatch,Verify Shipping Details,4,7/25/2025,7/29/2025,On Time,1,1099,4,6/13/2025,June,4,1
ORD0011,Ranchi,North,Patna,North,Dispatch,Generate Shipping Labels,1,7/29/2025,7/30/2025,On Time,1,1099,1,6/13/2025,June,4,2
ORD0011,Ranchi,North,Patna,North,Dispatch,Schedule Pickup or Delivery,1,7/30/2025,7/31/2025,On Time,1,1099,1,6/13/2025,June,4,3
ORD0011,Ranchi,North,Patna,North,Invoice,Verify Invoice Details,0,6/13/2025,6/13/2025,On Time,1,1099,0,6/13/2025,June,1,1
