SKU,Machine,Target Qty,Actual Qty,Average Availability (%),Average Performance (%),Average Quality (%),Average OEE (%),Order Date,Avg Cycle Time (sec),Utilization (%),Bucketing,Planned Capacity (hrs),Used Capacity (hrs),Capacity Left (hrs),Production Date
SKU004,Machine08,233,219,98.79,93.99,98.76,91.71,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,07-Apr-25
SKU004,Machine08,386,344,82.08,89.12,98.05,71.73,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,14-Apr-25
SKU004,Machine08,464,431,71.29,92.89,96.7,64.04,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,22-Jun-25
SKU004,Machine08,230,206,75.46,89.57,99.13,67,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,16-Jun-25
SKU004,Machine08,487,456,74.62,93.63,99.36,69.43,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,30-Jun-25
SKU004,Machine08,289,239,90.88,82.7,95.17,71.53,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,31-May-25
SKU004,Machine08,473,460,81.33,97.25,97.06,76.77,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,04-Jun-25
SKU004,Machine08,451,437,91.54,96.9,96.34,85.45,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,26-Jun-25
SKU004,Machine08,284,264,93.04,92.96,96.4,83.37,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,20-Apr-25
SKU004,Machine08,312,283,74.29,90.71,97.56,65.74,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,15-May-25
SKU004,Machine08,359,338,66.92,94.15,97.75,61.58,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,23-Apr-25
SKU004,Machine08,215,211,78.04,98.14,97.89,74.97,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,02-Apr-25
SKU004,Machine08,383,371,85.04,96.87,99.38,81.87,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,12-Apr-25
SKU004,Machine08,485,450,68.83,92.78,99.83,63.75,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,21-Apr-25
SKU004,Machine08,247,217,69.21,87.85,98.91,60.14,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,06-Apr-25
SKU004,Machine08,359,326,94.29,90.81,97.67,83.63,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,13-Jun-25
SKU004,Machine08,455,407,91,89.45,96.58,78.62,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,23-Jun-25
SKU004,Machine08,332,315,80.58,94.88,99.03,75.71,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,24-Apr-25
SKU004,Machine08,258,258,72.46,100,99.69,72.24,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,14-May-25
SKU004,Machine08,384,342,72.83,89.06,99.01,64.23,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,22-Apr-25
SKU004,Machine08,472,446,82.67,94.49,96.54,75.41,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,07-Apr-25
SKU004,Machine08,382,377,77.58,98.69,97.29,74.5,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,14-Apr-25
SKU004,Machine08,247,201,79.12,81.38,96.68,62.25,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,22-Jun-25
SKU004,Machine08,276,260,79.29,94.2,98.22,73.36,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,16-Jun-25
SKU004,Machine08,228,203,70.08,89.04,98.14,61.24,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,30-Jun-25
SKU004,Machine08,272,227,87.5,83.46,97.72,71.36,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,31-May-25
SKU004,Machine08,370,356,79.29,96.22,95.31,72.71,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,04-Jun-25
SKU004,Machine08,448,440,81.75,98.21,97.93,78.62,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,26-Jun-25
SKU004,Machine08,403,364,86.79,90.32,98.49,77.21,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,20-Apr-25
SKU004,Machine08,300,260,92.79,86.67,98.96,79.59,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,15-May-25
SKU004,Machine08,379,352,82.92,92.88,99,76.24,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,23-Apr-25
SKU004,Machine08,444,430,79.88,96.85,97.79,75.65,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,02-Apr-25
SKU004,Machine08,402,397,99.25,98.76,98.78,96.82,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,12-Apr-25
SKU004,Machine08,405,377,67.79,93.09,97.32,61.42,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,21-Apr-25
SKU004,Machine08,338,303,71.71,89.64,96.6,62.1,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,06-Apr-25
SKU004,Machine08,328,327,80.42,99.7,98.16,78.7,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,13-Jun-25
SKU004,Machine08,371,351,85,94.61,97.14,78.12,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,23-Jun-25
SKU004,Machine08,325,280,91.88,86.15,97.57,77.23,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,24-Apr-25
SKU004,Machine08,209,182,80.58,87.08,98.41,69.06,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,14-May-25
SKU004,Machine08,487,446,83.5,91.58,95.99,73.41,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,22-Apr-25
SKU004,Machine08,453,429,79,94.7,98.36,73.59,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,07-Apr-25
SKU004,Machine08,493,488,88.38,98.99,97.2,85.03,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,14-Apr-25
SKU004,Machine08,461,415,88.46,90.02,97.37,77.54,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,22-Jun-25
SKU004,Machine08,412,389,95.21,94.42,95.87,86.18,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,16-Jun-25
SKU004,Machine08,251,235,70.67,93.63,99.73,65.98,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,30-Jun-25
SKU004,Machine08,419,390,95.46,93.08,97.93,87.01,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,31-May-25
SKU004,Machine08,228,209,82.42,91.67,95.12,71.86,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,04-Jun-25
SKU004,Machine08,239,216,92.71,90.38,99.42,83.3,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,26-Jun-25
SKU004,Machine08,226,196,92.67,86.73,95.63,76.86,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,20-Apr-25
SKU004,Machine08,291,284,98.08,97.59,95.46,91.38,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,15-May-25
SKU004,Machine08,435,393,71.62,90.34,99.19,64.18,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,23-Apr-25
SKU004,Machine08,322,322,97,100,99.49,96.5,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,02-Apr-25
SKU004,Machine08,273,231,67,84.62,99.8,56.58,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,12-Apr-25
SKU004,Machine08,252,214,92.54,84.92,96.92,76.17,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,21-Apr-25
SKU004,Machine08,360,338,85.29,93.89,99.24,79.47,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,06-Apr-25
SKU004,Machine08,354,328,88.67,92.66,97.76,80.32,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,13-Jun-25
SKU004,Machine08,473,431,87.42,91.12,97.51,77.67,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,23-Jun-25
SKU004,Machine08,376,333,81.12,88.56,97.96,70.38,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,24-Apr-25
SKU004,Machine08,445,409,94.08,91.91,96.64,83.57,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,14-May-25
SKU004,Machine08,270,227,88.75,84.07,99.7,74.39,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,22-Apr-25
SKU004,Machine08,492,456,85.21,92.68,98.95,78.14,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,07-Apr-25
SKU004,Machine08,325,290,77.54,89.23,98.79,68.36,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,14-Apr-25
SKU004,Machine08,397,387,92.62,97.48,95.1,85.87,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,22-Jun-25
SKU004,Machine08,497,479,80.88,96.38,95.23,74.23,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,16-Jun-25
SKU004,Machine08,286,268,86.38,93.71,96.27,77.92,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,30-Jun-25
SKU004,Machine08,310,262,68.88,84.52,99.53,57.94,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,31-May-25
SKU004,Machine08,214,196,97.46,91.59,95.73,85.45,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,04-Jun-25
SKU004,Machine08,500,479,87.58,95.8,97.83,82.08,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,26-Jun-25
SKU004,Machine08,449,412,75.79,91.76,99.96,69.52,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,20-Apr-25
SKU004,Machine08,448,435,67.5,97.1,97.84,64.12,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,15-May-25
SKU004,Machine08,428,415,74.08,96.96,98.5,70.75,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,23-Apr-25
SKU004,Machine08,484,454,70.08,93.8,97.57,64.14,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,02-Apr-25
SKU004,Machine08,387,347,86.5,89.66,98.76,76.6,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,12-Apr-25
SKU004,Machine08,248,198,72.75,79.84,97.91,56.87,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,21-Apr-25
SKU004,Machine08,472,423,99.83,89.62,98.78,88.38,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,06-Apr-25
SKU004,Machine08,266,216,98.38,81.2,96.75,77.29,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,13-Jun-25
SKU004,Machine08,477,437,78.58,91.61,96.73,69.64,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,23-Jun-25
SKU004,Machine08,337,323,82.5,95.85,99.09,78.36,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,24-Apr-25
SKU004,Machine08,426,413,72.08,96.95,96.19,67.22,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,14-May-25
SKU004,Machine08,402,362,71.12,90.05,95.41,61.11,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,22-Apr-25
SKU004,Machine08,441,425,91.62,96.37,98.33,86.82,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,07-Apr-25
SKU004,Machine08,420,370,71.21,88.1,98.14,61.57,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,14-Apr-25
SKU004,Machine08,292,260,74.58,89.04,95.08,63.14,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,22-Jun-25
SKU004,Machine08,255,205,98.21,80.39,95.21,75.17,11-Apr-25,128,86.78651475,High Performer,24,20.82876354,3.171236459,16-Jun-25
SKU004,Machine08,229,194,88.42,84.72,98.28,73.62,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,30-Jun-25
SKU004,Machine08,399,381,86.62,95.49,97.66,80.78,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,31-May-25
SKU004,Machine08,490,484,96.25,98.78,95.74,91.02,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,04-Jun-25
SKU004,Machine08,346,301,71.58,86.99,98.8,61.52,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,26-Jun-25
SKU004,Machine08,229,199,90.79,86.9,98.19,77.47,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,20-Apr-25
SKU004,Machine08,330,302,70.38,91.52,96.05,61.86,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,15-May-25
SKU004,Machine08,332,322,92.58,96.99,99.38,89.24,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,23-Apr-25
SKU004,Machine08,246,241,84.54,97.97,99.4,82.33,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,02-Apr-25
SKU004,Machine08,377,365,92.46,96.82,98.05,87.77,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,12-Apr-25
SKU004,Machine08,474,431,69.79,90.93,99.86,63.37,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,21-Apr-25
SKU004,Machine08,341,304,71.83,89.15,97.28,62.29,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,06-Apr-25
SKU004,Machine08,339,335,91.83,98.82,96.37,87.45,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,13-Jun-25
SKU004,Machine08,456,456,73.88,100,98.52,72.78,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,23-Jun-25
SKU004,Machine08,205,198,84.04,96.59,98.51,79.96,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,24-Apr-25
SKU004,Machine08,484,480,77.29,99.17,99.65,76.39,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,14-May-25
SKU004,Machine08,365,330,98.62,90.41,96.75,86.27,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,22-Apr-25
SKU004,Machine08,272,245,95.5,90.07,95.29,81.97,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,07-Apr-25
SKU004,Machine08,248,245,75.5,98.79,97.47,72.7,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,14-Apr-25
SKU004,Machine08,447,431,81.79,96.42,98.52,77.7,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,22-Jun-25
SKU004,Machine08,341,307,68.5,90.03,98.56,60.78,01-Apr-25,128,85.09180192,High Performer,24,20.42203246,3.577967539,16-Jun-25
SKU004,Machine08,280,255,91.42,91.07,96.44,80.29,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,30-Jun-25
SKU004,Machine08,398,379,75.92,95.23,96.6,69.83,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,31-May-25
SKU004,Machine08,372,363,78.25,97.58,99.73,76.15,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,04-Jun-25
SKU004,Machine08,494,462,75.33,93.52,98.94,69.71,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,26-Jun-25
SKU004,Machine08,354,340,97.92,96.05,97.02,91.24,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,20-Apr-25
SKU004,Machine08,482,481,94.5,99.79,95.59,90.15,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,15-May-25
SKU004,Machine08,330,293,95.71,88.79,95.06,80.78,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,23-Apr-25
SKU004,Machine08,494,483,96.12,97.77,99.04,93.08,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,02-Apr-25
SKU004,Machine08,250,214,85.71,85.6,98.57,72.32,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,12-Apr-25
SKU004,Machine08,434,411,66.79,94.7,96.53,61.06,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,21-Apr-25
SKU004,Machine08,491,483,79.75,98.37,98.58,77.34,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,06-Apr-25
SKU004,Machine08,282,275,81.62,97.52,96.36,76.7,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,13-Jun-25
SKU004,Machine08,322,308,71.17,95.65,96.97,66.01,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,23-Jun-25
SKU004,Machine08,337,325,68.33,96.44,99.15,65.34,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,24-Apr-25
SKU004,Machine08,234,220,74.42,94.02,96.49,67.51,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,14-May-25
SKU004,Machine08,434,398,94.88,91.71,99.57,86.63,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,22-Apr-25
SKU004,Machine08,415,375,84.88,90.36,96.57,74.07,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,07-Apr-25
SKU004,Machine08,269,257,79.5,95.54,97.23,73.85,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,14-Apr-25
SKU004,Machine08,232,230,71.17,99.14,99.88,70.47,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,22-Jun-25
SKU004,Machine08,492,480,80.33,97.56,99.13,77.69,09-Apr-25,128,87.31397496,High Performer,24,20.95535399,3.044646009,16-Jun-25
SKU004,Machine08,453,413,76.21,91.17,98.78,68.63,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,30-Jun-25
SKU004,Machine08,479,473,71.54,98.75,96.4,68.1,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,31-May-25
SKU004,Machine08,407,358,70,87.96,98.67,60.76,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,04-Jun-25
SKU004,Machine08,355,347,77.92,97.75,95.14,72.46,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,26-Jun-25
SKU004,Machine08,234,213,73.92,91.03,98.43,66.23,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,20-Apr-25
SKU004,Machine08,232,201,93.92,86.64,95.97,78.09,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,15-May-25
SKU004,Machine08,252,230,71.08,91.27,95.01,61.64,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,23-Apr-25
SKU004,Machine08,244,208,93.79,85.25,96.88,77.46,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,02-Apr-25
SKU004,Machine08,342,323,92.33,94.44,99.22,86.52,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,12-Apr-25
SKU004,Machine08,336,317,97.96,94.35,99.39,91.85,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,21-Apr-25
SKU004,Machine08,244,235,84.67,96.31,99.45,81.09,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,06-Apr-25
SKU004,Machine08,445,415,73.5,93.26,98.85,67.75,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,13-Jun-25
SKU004,Machine08,417,399,67.21,95.68,96.66,62.16,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,23-Jun-25
SKU004,Machine08,320,282,76,88.12,97.32,65.18,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,24-Apr-25
SKU004,Machine08,319,315,71.88,98.75,96.38,68.4,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,14-May-25
SKU004,Machine08,444,421,89.5,94.82,96.84,82.18,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,22-Apr-25
SKU004,Machine08,476,427,95.08,89.71,97.31,83,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,07-Apr-25
SKU004,Machine08,498,454,72.58,91.16,95.84,63.42,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,14-Apr-25
SKU004,Machine08,351,335,73.5,95.44,99.11,69.53,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,22-Jun-25
SKU004,Machine08,462,452,91.08,97.84,99.28,88.47,04-Apr-25,128,85.18600388,High Performer,24,20.44464093,3.555359069,16-Jun-25
SKU004,Machine08,454,445,70.42,98.02,95.19,65.7,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,30-Jun-25
SKU004,Machine08,406,370,78.21,91.13,98.32,70.08,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,31-May-25
SKU004,Machine08,422,418,74.75,99.05,99.77,73.87,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,04-Jun-25
SKU004,Machine08,376,337,67.33,89.63,99.17,59.85,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,26-Jun-25
SKU004,Machine08,384,365,71.96,95.05,97.58,66.74,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,20-Apr-25
SKU004,Machine08,248,209,81.29,84.27,97.92,67.08,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,15-May-25
SKU004,Machine08,260,244,97.46,93.85,95.88,87.69,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,23-Apr-25
SKU004,Machine08,412,409,73,99.27,99.2,71.89,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,02-Apr-25
SKU004,Machine08,301,256,67.08,85.05,96.56,55.09,02-Apr-25,128,87.4022825,High Performer,24,20.9765478,3.0234522,12-Apr-25
