Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Target Cycle Time,Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Cycle Time,Order Start Date,Process Sequence,Subprocess Sequence,Client Name
ORD0001,Ahmedabad,West,Indore,West,Dispatch,UCI Approvers,Generate Shipping Labels,3,9/19/2025,9/21/2025,On Time,654,2,7/22/2025,4,2,Client D
ORD0001,Ahmedabad,West,Indore,West,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,9/21/2025,9/25/2025,Delay,654,4,7/22/2025,4,3,Client D
ORD0001,Ahmedabad,West,Indore,West,Payment,UCI Accounts,Verify Invoice Details,4,9/25/2025,9/30/2025,Delay,654,5,7/22/2025,5,1,Client D
ORD0001,Ahmedabad,West,Indore,West,Payment,UCI Accounts,Authorize Payment,3,9/30/2025,10/2/2025,On Time,654,2,7/22/2025,5,2,Client D
ORD0001,Ahmedabad,West,Indore,West,Payment,UCI Accounts,Process Payment,3,10/2/2025,10/6/2025,Delay,654,4,7/22/2025,5,3,Client D
ORD0002,Guwahati,East,Kerala,South,Invoice,UCI Planner,Verify Invoice Details,3,6/15/2025,6/17/2025,On Time,930,2,6/15/2025,1,1,Client B
ORD0002,Guwahati,East,Kerala,South,Invoice,UCI Planner,Authorize Payment,4,6/17/2025,6/20/2025,On Time,930,3,6/15/2025,1,2,Client B
ORD0002,Guwahati,East,Kerala,South,Invoice,UCI Planner,Validate Tax and Charges,5,6/20/2025,6/26/2025,Delay,930,6,6/15/2025,1,3,Client B
ORD0002,Guwahati,East,Kerala,South,Invoice,UCI Planner,Update Accounts Payable,3,6/26/2025,6/28/2025,On Time,930,2,6/15/2025,1,4,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Submit New Request,3,6/28/2025,7/2/2025,Delay,930,4,6/15/2025,2,1,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Review Request,3,7/2/2025,7/5/2025,On Time,930,3,6/15/2025,2,2,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Prepare PO,5,7/5/2025,7/10/2025,On Time,930,5,6/15/2025,2,3,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,7/10/2025,7/16/2025,Delay,930,6,6/15/2025,2,4,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Receive Raw Material,4,7/16/2025,7/19/2025,On Time,930,3,6/15/2025,2,5,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Quality Check,5,7/19/2025,7/24/2025,On Time,930,5,6/15/2025,2,6,Client B
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Receive Raw Material in Store,5,7/24/2025,7/28/2025,On Time,930,4,6/15/2025,2,7,Client B
ORD0002,Guwahati,East,Kerala,South,Production,UCI Production,Initiate Production,3,7/28/2025,7/31/2025,On Time,930,3,6/15/2025,3,1,Client B
ORD0002,Guwahati,East,Kerala,South,Production,UCI Production,Issue Raw Material,4,7/31/2025,8/5/2025,Delay,930,5,6/15/2025,3,2,Client B
ORD0002,Guwahati,East,Kerala,South,Production,UCI Production,Complete Production,5,8/5/2025,8/11/2025,Delay,930,6,6/15/2025,3,3,Client B
ORD0002,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Verify Shipping Details,5,8/11/2025,8/17/2025,Delay,930,6,6/15/2025,4,1,Client B
ORD0002,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Generate Shipping Labels,3,8/17/2025,8/20/2025,On Time,930,3,6/15/2025,4,2,Client B
ORD0002,Guwahati,East,Kerala,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,8/20/2025,8/22/2025,On Time,930,2,6/15/2025,4,3,Client B
ORD0002,Guwahati,East,Kerala,South,Payment,UCI Accounts,Verify Invoice Details,5,8/22/2025,8/26/2025,On Time,930,4,6/15/2025,5,1,Client B
ORD0002,Guwahati,East,Kerala,South,Payment,UCI Accounts,Authorize Payment,4,8/26/2025,8/29/2025,On Time,930,3,6/15/2025,5,2,Client B
ORD0002,Guwahati,East,Kerala,South,Payment,UCI Accounts,Process Payment,3,8/29/2025,9/2/2025,Delay,930,4,6/15/2025,5,3,Client B
ORD0003,Surat,South,Jaipur,North,Invoice,UCI Planner,Verify Invoice Details,4,8/11/2025,8/15/2025,On Time,1206,4,8/11/2025,1,1,Client I
ORD0003,Surat,South,Jaipur,North,Invoice,UCI Planner,Authorize Payment,4,8/15/2025,8/19/2025,On Time,1206,4,8/11/2025,1,2,Client I
ORD0003,Surat,South,Jaipur,North,Invoice,UCI Planner,Validate Tax and Charges,4,8/19/2025,8/23/2025,On Time,1206,4,8/11/2025,1,3,Client I
ORD0003,Surat,South,Jaipur,North,Invoice,UCI Planner,Update Accounts Payable,4,8/23/2025,8/27/2025,On Time,1206,4,8/11/2025,1,4,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Submit New Request,3,8/27/2025,8/30/2025,On Time,1206,3,8/11/2025,2,1,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Review Request,4,8/30/2025,9/3/2025,On Time,1206,4,8/11/2025,2,2,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Prepare PO,4,9/3/2025,9/7/2025,On Time,1206,4,8/11/2025,2,3,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Send PO to Supplier,3,9/7/2025,9/10/2025,On Time,1206,3,8/11/2025,2,4,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material,4,9/10/2025,9/14/2025,On Time,1206,4,8/11/2025,2,5,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Quality Check,3,9/14/2025,9/17/2025,On Time,1206,3,8/11/2025,2,6,Client I
ORD0003,Surat,South,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,9/17/2025,9/20/2025,On Time,1206,3,8/11/2025,2,7,Client I
ORD0003,Surat,South,Jaipur,North,Production,UCI Production,Initiate Production,5,9/20/2025,9/25/2025,On Time,1206,5,8/11/2025,3,1,Client I
ORD0003,Surat,South,Jaipur,North,Production,UCI Production,Issue Raw Material,5,9/25/2025,9/30/2025,On Time,1206,5,8/11/2025,3,2,Client I
ORD0003,Surat,South,Jaipur,North,Production,UCI Production,Complete Production,5,9/30/2025,10/5/2025,On Time,1206,5,8/11/2025,3,3,Client I
ORD0003,Surat,South,Jaipur,North,Dispatch,UCI Approvers,Verify Shipping Details,5,10/5/2025,10/10/2025,On Time,1206,5,8/11/2025,4,1,Client I
ORD0003,Surat,South,Jaipur,North,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/10/2025,10/14/2025,On Time,1206,4,8/11/2025,4,2,Client I
ORD0003,Surat,South,Jaipur,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,5,10/14/2025,10/19/2025,On Time,1206,5,8/11/2025,4,3,Client I
ORD0003,Surat,South,Jaipur,North,Payment,UCI Accounts,Verify Invoice Details,3,10/19/2025,10/22/2025,On Time,1206,3,8/11/2025,5,1,Client I
ORD0003,Surat,South,Jaipur,North,Payment,UCI Accounts,Authorize Payment,4,10/22/2025,10/26/2025,On Time,1206,4,8/11/2025,5,2,Client I
ORD0003,Surat,South,Jaipur,North,Payment,UCI Accounts,Process Payment,5,10/26/2025,11/1/2025,Delay,1206,6,8/11/2025,5,3,Client I
ORD0004,Ranchi,South,Patna,North,Invoice,UCI Planner,Verify Invoice Details,4,7/31/2025,8/4/2025,On Time,508,4,7/31/2025,1,1,Client J
ORD0004,Ranchi,South,Patna,North,Invoice,UCI Planner,Authorize Payment,4,8/4/2025,8/8/2025,On Time,508,4,7/31/2025,1,2,Client J
ORD0004,Ranchi,South,Patna,North,Invoice,UCI Planner,Validate Tax and Charges,5,8/8/2025,8/13/2025,On Time,508,5,7/31/2025,1,3,Client J
ORD0004,Ranchi,South,Patna,North,Invoice,UCI Planner,Update Accounts Payable,4,8/13/2025,8/16/2025,On Time,508,3,7/31/2025,1,4,Client J
ORD0004,Ranchi,South,Patna,North,Dispatch,UCI Approvers,Verify Shipping Details,3,8/16/2025,8/18/2025,On Time,508,2,7/31/2025,4,1,Client J
ORD0004,Ranchi,South,Patna,North,Dispatch,UCI Approvers,Generate Shipping Labels,4,8/18/2025,8/21/2025,On Time,508,3,7/31/2025,4,2,Client J
ORD0004,Ranchi,South,Patna,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,8/21/2025,8/25/2025,Delay,508,4,7/31/2025,4,3,Client J
ORD0004,Ranchi,South,Patna,North,Payment,UCI Accounts,Verify Invoice Details,4,8/25/2025,8/30/2025,Delay,508,5,7/31/2025,5,1,Client J
ORD0004,Ranchi,South,Patna,North,Payment,UCI Accounts,Authorize Payment,5,8/30/2025,9/3/2025,On Time,508,4,7/31/2025,5,2,Client J
ORD0004,Ranchi,South,Patna,North,Payment,UCI Accounts,Process Payment,3,9/3/2025,9/6/2025,On Time,508,3,7/31/2025,5,3,Client J
ORD0005,Guwahati,South,Jaipur,North,Invoice,UCI Planner,Verify Invoice Details,3,6/21/2025,6/23/2025,On Time,1353,2,6/21/2025,1,1,Client H
ORD0005,Guwahati,South,Jaipur,North,Invoice,UCI Planner,Authorize Payment,4,6/23/2025,6/28/2025,Delay,1353,5,6/21/2025,1,2,Client H
ORD0005,Guwahati,South,Jaipur,North,Invoice,UCI Planner,Validate Tax and Charges,5,6/28/2025,7/3/2025,On Time,1353,5,6/21/2025,1,3,Client H
ORD0005,Guwahati,South,Jaipur,North,Invoice,UCI Planner,Update Accounts Payable,4,7/3/2025,7/8/2025,Delay,1353,5,6/21/2025,1,4,Client H
ORD0005,Guwahati,South,Jaipur,North,Dispatch,UCI Approvers,Verify Shipping Details,4,7/8/2025,7/12/2025,On Time,1353,4,6/21/2025,4,1,Client H
ORD0005,Guwahati,South,Jaipur,North,Dispatch,UCI Approvers,Generate Shipping Labels,4,7/12/2025,7/15/2025,On Time,1353,3,6/21/2025,4,2,Client H
ORD0005,Guwahati,South,Jaipur,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,4,7/15/2025,7/19/2025,On Time,1353,4,6/21/2025,4,3,Client H
ORD0005,Guwahati,South,Jaipur,North,Payment,UCI Accounts,Verify Invoice Details,5,7/19/2025,7/24/2025,On Time,1353,5,6/21/2025,5,1,Client H
ORD0005,Guwahati,South,Jaipur,North,Payment,UCI Accounts,Authorize Payment,5,7/24/2025,7/29/2025,On Time,1353,5,6/21/2025,5,2,Client H
ORD0005,Guwahati,South,Jaipur,North,Payment,UCI Accounts,Process Payment,4,7/29/2025,8/2/2025,On Time,1353,4,6/21/2025,5,3,Client H
ORD0006,Mumbai,North,Mirzapur,West,Invoice,UCI Planner,Verify Invoice Details,5,8/22/2025,8/28/2025,Delay,991,6,8/22/2025,1,1,Client D
ORD0006,Mumbai,North,Mirzapur,West,Invoice,UCI Planner,Authorize Payment,3,8/28/2025,9/1/2025,Delay,991,4,8/22/2025,1,2,Client D
ORD0006,Mumbai,North,Mirzapur,West,Invoice,UCI Planner,Validate Tax and Charges,4,9/1/2025,9/5/2025,On Time,991,4,8/22/2025,1,3,Client D
ORD0006,Mumbai,North,Mirzapur,West,Invoice,UCI Planner,Update Accounts Payable,5,9/5/2025,9/8/2025,On Time,991,3,8/22/2025,1,4,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Submit New Request,3,9/8/2025,9/9/2025,On Time,991,1,8/22/2025,2,1,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Review Request,5,9/9/2025,9/12/2025,On Time,991,3,8/22/2025,2,2,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Prepare PO,3,9/12/2025,9/14/2025,On Time,991,2,8/22/2025,2,3,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Send PO to Supplier,4,9/14/2025,9/19/2025,Delay,991,5,8/22/2025,2,4,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Receive Raw Material,5,9/19/2025,9/23/2025,On Time,991,4,8/22/2025,2,5,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Quality Check,3,9/23/2025,9/24/2025,On Time,991,1,8/22/2025,2,6,Client D
ORD0006,Mumbai,North,Mirzapur,West,Procurement,UCI Procurement,Receive Raw Material in Store,5,9/24/2025,9/28/2025,On Time,991,4,8/22/2025,2,7,Client D
ORD0006,Mumbai,North,Mirzapur,West,Production,UCI Production,Initiate Production,5,9/28/2025,10/2/2025,On Time,991,4,8/22/2025,3,1,Client D
ORD0006,Mumbai,North,Mirzapur,West,Production,UCI Production,Issue Raw Material,5,10/2/2025,10/4/2025,On Time,991,2,8/22/2025,3,2,Client D
ORD0006,Mumbai,North,Mirzapur,West,Production,UCI Production,Complete Production,5,10/4/2025,10/8/2025,On Time,991,4,8/22/2025,3,3,Client D
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,UCI Approvers,Verify Shipping Details,3,10/8/2025,10/11/2025,On Time,991,3,8/22/2025,4,1,Client D
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/11/2025,10/16/2025,Delay,991,5,8/22/2025,4,2,Client D
ORD0006,Mumbai,North,Mirzapur,West,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,10/16/2025,10/17/2025,On Time,991,1,8/22/2025,4,3,Client D
ORD0006,Mumbai,North,Mirzapur,West,Payment,UCI Accounts,Verify Invoice Details,3,10/17/2025,10/21/2025,Delay,991,4,8/22/2025,5,1,Client D
ORD0006,Mumbai,North,Mirzapur,West,Payment,UCI Accounts,Authorize Payment,3,10/21/2025,10/22/2025,On Time,991,1,8/22/2025,5,2,Client D
ORD0006,Mumbai,North,Mirzapur,West,Payment,UCI Accounts,Process Payment,3,10/22/2025,10/25/2025,On Time,991,3,8/22/2025,5,3,Client D
ORD0007,Bangalore,North,Kerala,South,Invoice,UCI Planner,Verify Invoice Details,4,8/26/2025,8/30/2025,On Time,1250,4,8/26/2025,1,1,Client F
ORD0007,Bangalore,North,Kerala,South,Invoice,UCI Planner,Authorize Payment,5,8/30/2025,9/4/2025,On Time,1250,5,8/26/2025,1,2,Client F
ORD0007,Bangalore,North,Kerala,South,Invoice,UCI Planner,Validate Tax and Charges,3,9/4/2025,9/7/2025,On Time,1250,3,8/26/2025,1,3,Client F
ORD0007,Bangalore,North,Kerala,South,Invoice,UCI Planner,Update Accounts Payable,3,9/7/2025,9/10/2025,On Time,1250,3,8/26/2025,1,4,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Submit New Request,4,9/10/2025,9/14/2025,On Time,1250,4,8/26/2025,2,1,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Review Request,3,9/14/2025,9/17/2025,On Time,1250,3,8/26/2025,2,2,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Prepare PO,4,9/17/2025,9/21/2025,On Time,1250,4,8/26/2025,2,3,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,4,9/21/2025,9/25/2025,On Time,1250,4,8/26/2025,2,4,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Receive Raw Material,3,9/25/2025,9/28/2025,On Time,1250,3,8/26/2025,2,5,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Quality Check,5,9/28/2025,10/3/2025,On Time,1250,5,8/26/2025,2,6,Client F
ORD0007,Bangalore,North,Kerala,South,Procurement,UCI Procurement,Receive Raw Material in Store,3,10/3/2025,10/6/2025,On Time,1250,3,8/26/2025,2,7,Client F
ORD0007,Bangalore,North,Kerala,South,Production,UCI Production,Initiate Production,3,10/6/2025,10/9/2025,On Time,1250,3,8/26/2025,3,1,Client F
ORD0007,Bangalore,North,Kerala,South,Production,UCI Production,Issue Raw Material,4,10/9/2025,10/13/2025,On Time,1250,4,8/26/2025,3,2,Client F
ORD0007,Bangalore,North,Kerala,South,Production,UCI Production,Complete Production,4,10/13/2025,10/17/2025,On Time,1250,4,8/26/2025,3,3,Client F
ORD0007,Bangalore,North,Kerala,South,Dispatch,UCI Approvers,Verify Shipping Details,4,10/17/2025,10/21/2025,On Time,1250,4,8/26/2025,4,1,Client F
ORD0007,Bangalore,North,Kerala,South,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/21/2025,10/25/2025,On Time,1250,4,8/26/2025,4,2,Client F
ORD0007,Bangalore,North,Kerala,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,5,10/25/2025,10/30/2025,On Time,1250,5,8/26/2025,4,3,Client F
ORD0007,Bangalore,North,Kerala,South,Payment,UCI Accounts,Verify Invoice Details,5,10/30/2025,11/4/2025,On Time,1250,5,8/26/2025,5,1,Client F
ORD0007,Bangalore,North,Kerala,South,Payment,UCI Accounts,Authorize Payment,5,11/4/2025,11/9/2025,On Time,1250,5,8/26/2025,5,2,Client F
ORD0007,Bangalore,North,Kerala,South,Payment,UCI Accounts,Process Payment,4,11/9/2025,11/12/2025,On Time,1250,3,8/26/2025,5,3,Client F
ORD0008,Ranchi,South,Hyderabad,South,Invoice,UCI Planner,Verify Invoice Details,4,8/14/2025,8/19/2025,Delay,953,5,8/14/2025,1,1,Client F
ORD0008,Ranchi,South,Hyderabad,South,Invoice,UCI Planner,Authorize Payment,4,8/19/2025,8/24/2025,Delay,953,5,8/14/2025,1,2,Client F
ORD0008,Ranchi,South,Hyderabad,South,Invoice,UCI Planner,Validate Tax and Charges,5,8/24/2025,8/29/2025,On Time,953,5,8/14/2025,1,3,Client F
ORD0008,Ranchi,South,Hyderabad,South,Invoice,UCI Planner,Update Accounts Payable,4,8/29/2025,9/3/2025,Delay,953,5,8/14/2025,1,4,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Submit New Request,3,9/3/2025,9/7/2025,Delay,953,4,8/14/2025,2,1,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Review Request,3,9/7/2025,9/11/2025,Delay,953,4,8/14/2025,2,2,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Prepare PO,4,9/11/2025,9/14/2025,On Time,953,3,8/14/2025,2,3,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Send PO to Supplier,3,9/14/2025,9/17/2025,On Time,953,3,8/14/2025,2,4,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Receive Raw Material,3,9/17/2025,9/20/2025,On Time,953,3,8/14/2025,2,5,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Quality Check,5,9/20/2025,9/25/2025,On Time,953,5,8/14/2025,2,6,Client F
ORD0008,Ranchi,South,Hyderabad,South,Procurement,UCI Procurement,Receive Raw Material in Store,4,9/25/2025,9/28/2025,On Time,953,3,8/14/2025,2,7,Client F
ORD0008,Ranchi,South,Hyderabad,South,Production,UCI Production,Initiate Production,4,9/28/2025,10/1/2025,On Time,953,3,8/14/2025,3,1,Client F
ORD0008,Ranchi,South,Hyderabad,South,Production,UCI Production,Issue Raw Material,5,10/1/2025,10/6/2025,On Time,953,5,8/14/2025,3,2,Client F
ORD0008,Ranchi,South,Hyderabad,South,Production,UCI Production,Complete Production,3,10/6/2025,10/8/2025,On Time,953,2,8/14/2025,3,3,Client F
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,UCI Approvers,Verify Shipping Details,3,10/8/2025,10/11/2025,On Time,953,3,8/14/2025,4,1,Client F
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,UCI Approvers,Generate Shipping Labels,4,10/11/2025,10/14/2025,On Time,953,3,8/14/2025,4,2,Client F
ORD0008,Ranchi,South,Hyderabad,South,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,10/14/2025,10/17/2025,On Time,953,3,8/14/2025,4,3,Client F
ORD0008,Ranchi,South,Hyderabad,South,Payment,UCI Accounts,Verify Invoice Details,5,10/17/2025,10/23/2025,Delay,953,6,8/14/2025,5,1,Client F
ORD0008,Ranchi,South,Hyderabad,South,Payment,UCI Accounts,Authorize Payment,5,10/23/2025,10/28/2025,On Time,953,5,8/14/2025,5,2,Client F
ORD0008,Ranchi,South,Hyderabad,South,Payment,UCI Accounts,Process Payment,3,10/28/2025,11/1/2025,Delay,953,4,8/14/2025,5,3,Client F
ORD0009,Mumbai,North,Lucknow,North,Invoice,UCI Planner,Verify Invoice Details,5,8/14/2025,8/19/2025,On Time,555,5,8/14/2025,1,1,Client B
ORD0009,Mumbai,North,Lucknow,North,Invoice,UCI Planner,Authorize Payment,5,8/19/2025,8/24/2025,On Time,555,5,8/14/2025,1,2,Client B
ORD0009,Mumbai,North,Lucknow,North,Invoice,UCI Planner,Validate Tax and Charges,3,8/24/2025,8/27/2025,On Time,555,3,8/14/2025,1,3,Client B
ORD0009,Mumbai,North,Lucknow,North,Invoice,UCI Planner,Update Accounts Payable,3,8/27/2025,8/30/2025,On Time,555,3,8/14/2025,1,4,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Submit New Request,3,8/30/2025,9/2/2025,On Time,555,3,8/14/2025,2,1,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Review Request,3,9/2/2025,9/5/2025,On Time,555,3,8/14/2025,2,2,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Prepare PO,3,9/5/2025,9/8/2025,On Time,555,3,8/14/2025,2,3,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Send PO to Supplier,3,9/8/2025,9/11/2025,On Time,555,3,8/14/2025,2,4,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material,4,9/11/2025,9/15/2025,On Time,555,4,8/14/2025,2,5,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Quality Check,3,9/15/2025,9/18/2025,On Time,555,3,8/14/2025,2,6,Client B
ORD0009,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material in Store,5,9/18/2025,9/23/2025,On Time,555,5,8/14/2025,2,7,Client B
ORD0009,Mumbai,North,Lucknow,North,Production,UCI Production,Initiate Production,4,9/23/2025,9/27/2025,On Time,555,4,8/14/2025,3,1,Client B
ORD0009,Mumbai,North,Lucknow,North,Production,UCI Production,Issue Raw Material,3,9/27/2025,9/30/2025,On Time,555,3,8/14/2025,3,2,Client B
ORD0009,Mumbai,North,Lucknow,North,Production,UCI Production,Complete Production,5,9/30/2025,10/5/2025,On Time,555,5,8/14/2025,3,3,Client B
ORD0009,Mumbai,North,Lucknow,North,Dispatch,UCI Approvers,Verify Shipping Details,4,10/5/2025,10/9/2025,On Time,555,4,8/14/2025,4,1,Client B
ORD0009,Mumbai,North,Lucknow,North,Dispatch,UCI Approvers,Generate Shipping Labels,5,10/9/2025,10/14/2025,On Time,555,5,8/14/2025,4,2,Client B
ORD0009,Mumbai,North,Lucknow,North,Dispatch,UCI Approvers,Schedule Pickup or Delivery,3,10/14/2025,10/17/2025,On Time,555,3,8/14/2025,4,3,Client B
ORD0009,Mumbai,North,Lucknow,North,Payment,UCI Accounts,Verify Invoice Details,3,10/17/2025,10/20/2025,On Time,555,3,8/14/2025,5,1,Client B
ORD0009,Mumbai,North,Lucknow,North,Payment,UCI Accounts,Authorize Payment,3,10/20/2025,10/23/2025,On Time,555,3,8/14/2025,5,2,Client B
ORD0009,Mumbai,North,Lucknow,North,Payment,UCI Accounts,Process Payment,3,10/23/2025,10/26/2025,On Time,555,3,8/14/2025,5,3,Client B
ORD0010,Chennai,South,Jaipur,North,Invoice,UCI Planner,Verify Invoice Details,4,8/27/2025,8/30/2025,On Time,1092,3,8/27/2025,1,1,Client I
ORD0010,Chennai,South,Jaipur,North,Invoice,UCI Planner,Authorize Payment,5,8/30/2025,9/3/2025,On Time,1092,4,8/27/2025,1,2,Client I
ORD0010,Chennai,South,Jaipur,North,Invoice,UCI Planner,Validate Tax and Charges,3,9/3/2025,9/5/2025,On Time,1092,2,8/27/2025,1,3,Client I
ORD0010,Chennai,South,Jaipur,North,Invoice,UCI Planner,Update Accounts Payable,5,9/5/2025,9/9/2025,On Time,1092,4,8/27/2025,1,4,Client I
ORD0010,Chennai,South,Jaipur,North,Procurement,UCI Procurement,Submit New Request,4,9/9/2025,9/14/2025,Delay,1092,5,8/27/2025,2,1,Client I
ORD0010,Chennai,South,Jaipur,North,Procurement,UCI Procurement,Review Request,3,9/14/2025,9/16/2025,On Time,1092,2,8/27/2025,2,2,Client I
ORD0010,Chennai,South,Jaipur,North,Procurement,UCI Procurement,Prepare PO,3,9/16/2025,9/19/2025,On Time,1092,3,8/27/2025,2,3,Client I
