Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 1,Product 10,February,2022,2022-01-02,4320555.0,2022-2023
Customer 1,Product 10,March,2022,2022-01-03,4322198.0,2022-2023
Customer 1,Product 10,April,2022,2022-01-04,1739011.0,2023-2024
Customer 1,Product 10,May,2022,2022-01-05,,2023-2024
Customer 1,Product 10,June,2022,2022-01-06,1741169.0,2023-2024
Customer 1,Product 10,July,2022,2022-01-07,,2023-2024
Customer 1,Product 10,August,2022,2022-01-08,,2023-2024
Customer 1,Product 10,September,2022,2022-01-09,1743013.0,2023-2024
Customer 1,Product 10,October,2022,2022-01-10,1745456.0,2023-2024
Customer 1,Product 10,November,2022,2022-01-11,1745533.0,2023-2024
Customer 1,Product 10,December,2022,2022-01-12,1746737.0,2023-2024
Customer 1,Product 10,January,2023,2023-01-01,1749938.0,2023-2024
Customer 1,Product 10,February,2023,2023-01-02,,2023-2024
Customer 1,Product 10,March,2023,2023-01-03,,2023-2024
Customer 1,Product 10,April,2023,2023-01-04,767587.0,2024-2025
Customer 1,Product 10,May,2023,2023-01-05,,2024-2025
Customer 1,Product 10,June,2023,2023-01-06,772611.0,2024-2025
Customer 1,Product 10,July,2023,2023-01-07,,2024-2025
Customer 1,Product 10,August,2023,2023-01-08,,2024-2025
Customer 1,Product 10,September,2023,2023-01-09,,2024-2025
Customer 1,Product 10,October,2023,2023-01-10,778017.0,2024-2025
Customer 1,Product 10,November,2023,2023-01-11,,2024-2025
Customer 1,Product 10,December,2023,2023-01-12,,2024-2025
Customer 1,Product 10,January,2024,2024-01-01,,2024-2025
Customer 1,Product 10,February,2024,2024-01-02,779167.0,2024-2025
Customer 1,Product 10,March,2024,2024-01-03,782201.0,2024-2025
Customer 1,Product 2,April,2021,2021-01-04,3232796.0,2022-2023
Customer 1,Product 2,May,2021,2021-01-05,3237528.0,2022-2023
Customer 1,Product 2,June,2021,2021-01-06,3237862.0,2022-2023
Customer 1,Product 2,July,2021,2021-01-07,,2022-2023
Customer 1,Product 2,August,2021,2021-01-08,3243466.0,2022-2023
Customer 1,Product 2,September,2021,2021-01-09,3246776.0,2022-2023
Customer 1,Product 2,October,2021,2021-01-10,,2022-2023
Customer 1,Product 2,November,2021,2021-01-11,,2022-2023
Customer 1,Product 2,December,2021,2021-01-12,3262698.0,2022-2023
Customer 1,Product 2,January,2022,2022-01-01,3269926.0,2022-2023
Customer 1,Product 2,February,2022,2022-01-02,3270521.0,2022-2023
Customer 1,Product 2,March,2022,2022-01-03,3275179.0,2022-2023
Customer 1,Product 2,April,2022,2022-01-04,1752801.0,2023-2024
Customer 1,Product 2,May,2022,2022-01-05,,2023-2024
Customer 1,Product 2,June,2022,2022-01-06,,2023-2024
Customer 1,Product 2,July,2022,2022-01-07,,2023-2024
Customer 1,Product 2,August,2022,2022-01-08,1753312.0,2023-2024
Customer 1,Product 2,September,2022,2022-01-09,,2023-2024
Customer 1,Product 2,October,2022,2022-01-10,1766037.0,2023-2024
Customer 1,Product 2,November,2022,2022-01-11,1766081.0,2023-2024
Customer 1,Product 2,December,2022,2022-01-12,1767148.0,2023-2024
Customer 1,Product 2,January,2023,2023-01-01,1773136.0,2023-2024
Customer 1,Product 2,February,2023,2023-01-02,,2023-2024
Customer 1,Product 2,March,2023,2023-01-03,1777978.0,2023-2024
Customer 1,Product 2,April,2023,2023-01-04,783332.0,2024-2025
Customer 1,Product 2,May,2023,2023-01-05,786677.0,2024-2025
Customer 1,Product 2,June,2023,2023-01-06,,2024-2025
Customer 1,Product 2,July,2023,2023-01-07,,2024-2025
Customer 1,Product 2,August,2023,2023-01-08,,2024-2025
Customer 1,Product 2,September,2023,2023-01-09,792225.0,2024-2025
Customer 1,Product 2,October,2023,2023-01-10,,2024-2025
Customer 1,Product 2,November,2023,2023-01-11,,2024-2025
Customer 1,Product 2,December,2023,2023-01-12,798631.0,2024-2025
Customer 1,Product 2,January,2024,2024-01-01,,2024-2025
Customer 1,Product 2,February,2024,2024-01-02,,2024-2025
Customer 1,Product 2,March,2024,2024-01-03,800079.0,2024-2025
Customer 1,Product 3,April,2021,2021-01-04,6531366.0,2022-2023
Customer 1,Product 3,May,2021,2021-01-05,6531415.0,2022-2023
Customer 1,Product 3,June,2021,2021-01-06,6534643.0,2022-2023
Customer 1,Product 3,July,2021,2021-01-07,6535083.0,2022-2023
Customer 1,Product 3,August,2021,2021-01-08,6535799.0,2022-2023
Customer 1,Product 3,September,2021,2021-01-09,6547903.0,2022-2023
Customer 1,Product 3,October,2021,2021-01-10,6549622.0,2022-2023
Customer 1,Product 3,November,2021,2021-01-11,6550212.0,2022-2023
Customer 1,Product 3,December,2021,2021-01-12,6557426.0,2022-2023
Customer 1,Product 3,January,2022,2022-01-01,6562994.0,2022-2023
Customer 1,Product 3,February,2022,2022-01-02,6564989.0,2022-2023
Customer 1,Product 3,March,2022,2022-01-03,6567088.0,2022-2023
Customer 1,Product 3,April,2022,2022-01-04,4330889.0,2023-2024
Customer 1,Product 3,May,2022,2022-01-05,4335776.0,2023-2024
Customer 1,Product 3,June,2022,2022-01-06,4336221.0,2023-2024
Customer 1,Product 3,July,2022,2022-01-07,4337278.0,2023-2024
Customer 1,Product 3,August,2022,2022-01-08,,2023-2024
Customer 1,Product 3,September,2022,2022-01-09,4339023.0,2023-2024
Customer 1,Product 3,October,2022,2022-01-10,4342537.0,2023-2024
Customer 1,Product 3,November,2022,2022-01-11,4344782.0,2023-2024
Customer 1,Product 3,December,2022,2022-01-12,,2023-2024
Customer 1,Product 3,January,2023,2023-01-01,4349355.0,2023-2024
Customer 1,Product 3,February,2023,2023-01-02,4350221.0,2023-2024
Customer 1,Product 3,March,2023,2023-01-03,4350643.0,2023-2024
Customer 1,Product 3,April,2023,2023-01-04,1778043.0,2024-2025
Customer 1,Product 3,May,2023,2023-01-05,,2024-2025
Customer 1,Product 3,June,2023,2023-01-06,,2024-2025
Customer 1,Product 3,July,2023,2023-01-07,1781690.0,2024-2025
Customer 1,Product 3,August,2023,2023-01-08,1782069.0,2024-2025
Customer 1,Product 3,September,2023,2023-01-09,1784974.0,2024-2025
Customer 1,Product 3,October,2023,2023-01-10,1791213.0,2024-2025
Customer 1,Product 3,November,2023,2023-01-11,,2024-2025
Customer 1,Product 3,December,2023,2023-01-12,1797778.0,2024-2025
Customer 1,Product 3,January,2024,2024-01-01,1798266.0,2024-2025
Customer 1,Product 3,February,2024,2024-01-02,,2024-2025
Customer 1,Product 3,March,2024,2024-01-03,,2024-2025
Customer 1,Product 4,April,2021,2021-01-04,,2022-2023
Customer 1,Product 4,May,2021,2021-01-05,129723.0,2022-2023
Customer 1,Product 4,June,2021,2021-01-06,,2022-2023
Customer 1,Product 4,July,2021,2021-01-07,,2022-2023
Customer 1,Product 4,August,2021,2021-01-08,,2022-2023
Customer 1,Product 4,September,2021,2021-01-09,,2022-2023
Customer 1,Product 4,October,2021,2021-01-10,,2022-2023
Customer 1,Product 4,November,2021,2021-01-11,,2022-2023
Customer 1,Product 4,December,2021,2021-01-12,,2022-2023
Customer 1,Product 4,January,2022,2022-01-01,,2022-2023
Customer 1,Product 4,February,2022,2022-01-02,135036.0,2022-2023
Customer 1,Product 4,March,2022,2022-01-03,140164.0,2022-2023
Customer 1,Product 4,April,2022,2022-01-04,2326019.0,2023-2024
Customer 1,Product 4,May,2022,2022-01-05,2327170.0,2023-2024
Customer 1,Product 4,June,2022,2022-01-06,2331760.0,2023-2024
Customer 1,Product 4,July,2022,2022-01-07,2334383.0,2023-2024
Customer 1,Product 4,August,2022,2022-01-08,,2023-2024
Customer 1,Product 4,September,2022,2022-01-09,,2023-2024
Customer 1,Product 4,October,2022,2022-01-10,,2023-2024
Customer 1,Product 4,November,2022,2022-01-11,2343894.0,2023-2024
Customer 1,Product 4,December,2022,2022-01-12,2347968.0,2023-2024
Customer 1,Product 4,January,2023,2023-01-01,,2023-2024
Customer 1,Product 4,February,2023,2023-01-02,2348294.0,2023-2024
Customer 1,Product 4,March,2023,2023-01-03,2351366.0,2023-2024
Customer 1,Product 4,April,2023,2023-01-04,4355457.0,2024-2025
Customer 1,Product 4,May,2023,2023-01-05,4356370.0,2024-2025
Customer 1,Product 4,June,2023,2023-01-06,4356708.0,2024-2025
Customer 1,Product 4,July,2023,2023-01-07,4369158.0,2024-2025
Customer 1,Product 4,August,2023,2023-01-08,4377628.0,2024-2025
Customer 1,Product 4,September,2023,2023-01-09,4381416.0,2024-2025
Customer 1,Product 4,October,2023,2023-01-10,4387241.0,2024-2025
Customer 1,Product 4,November,2023,2023-01-11,,2024-2025
Customer 1,Product 4,December,2023,2023-01-12,4390002.0,2024-2025
Customer 1,Product 4,January,2024,2024-01-01,,2024-2025
Customer 1,Product 4,February,2024,2024-01-02,4393218.0,2024-2025
Customer 1,Product 4,March,2024,2024-01-03,4393275.0,2024-2025
Customer 1,Product 5,April,2021,2021-01-04,5544645.0,2022-2023
Customer 1,Product 5,May,2021,2021-01-05,5546703.0,2022-2023
Customer 1,Product 5,June,2021,2021-01-06,,2022-2023
Customer 1,Product 5,July,2021,2021-01-07,5547370.0,2022-2023
Customer 1,Product 5,August,2021,2021-01-08,5554279.0,2022-2023
Customer 1,Product 5,September,2021,2021-01-09,5554409.0,2022-2023
Customer 1,Product 5,October,2021,2021-01-10,5555236.0,2022-2023
Customer 1,Product 5,November,2021,2021-01-11,5555397.0,2022-2023
Customer 1,Product 5,December,2021,2021-01-12,5565565.0,2022-2023
Customer 1,Product 5,January,2022,2022-01-01,5570526.0,2022-2023
Customer 1,Product 5,February,2022,2022-01-02,5572926.0,2022-2023
Customer 1,Product 5,March,2022,2022-01-03,5573642.0,2022-2023
Customer 1,Product 5,April,2022,2022-01-04,6569487.0,2023-2024
Customer 1,Product 5,May,2022,2022-01-05,6570718.0,2023-2024
Customer 1,Product 5,June,2022,2022-01-06,6571445.0,2023-2024
Customer 1,Product 5,July,2022,2022-01-07,6572017.0,2023-2024
Customer 1,Product 5,August,2022,2022-01-08,6572068.0,2023-2024
Customer 1,Product 5,September,2022,2022-01-09,6573313.0,2023-2024
Customer 1,Product 5,October,2022,2022-01-10,6591654.0,2023-2024
Customer 1,Product 5,November,2022,2022-01-11,6592895.0,2023-2024
Customer 1,Product 5,December,2022,2022-01-12,6592906.0,2023-2024
Customer 1,Product 5,January,2023,2023-01-01,6599181.0,2023-2024
Customer 1,Product 5,February,2023,2023-01-02,6601019.0,2023-2024
Customer 1,Product 5,March,2023,2023-01-03,6602529.0,2023-2024
Customer 1,Product 5,April,2023,2023-01-04,,2024-2025
Customer 1,Product 5,May,2023,2023-01-05,,2024-2025
Customer 1,Product 5,June,2023,2023-01-06,2352091.0,2024-2025
Customer 1,Product 5,July,2023,2023-01-07,,2024-2025
Customer 1,Product 5,August,2023,2023-01-08,2362645.0,2024-2025
Customer 1,Product 5,September,2023,2023-01-09,2366525.0,2024-2025
Customer 1,Product 5,October,2023,2023-01-10,2366988.0,2024-2025
Customer 1,Product 5,November,2023,2023-01-11,,2024-2025
Customer 1,Product 5,December,2023,2023-01-12,2369128.0,2024-2025
Customer 1,Product 5,January,2024,2024-01-01,2377811.0,2024-2025
Customer 1,Product 5,February,2024,2024-01-02,2380002.0,2024-2025
Customer 1,Product 5,March,2024,2024-01-03,2396510.0,2024-2025
Customer 1,Product 6,April,2021,2021-01-04,555426.0,2022-2023
Customer 1,Product 6,May,2021,2021-01-05,,2022-2023
Customer 1,Product 6,June,2021,2021-01-06,,2022-2023
Customer 1,Product 6,July,2021,2021-01-07,,2022-2023
Customer 1,Product 6,August,2021,2021-01-08,557253.0,2022-2023
Customer 1,Product 6,September,2021,2021-01-09,,2022-2023
Customer 1,Product 6,October,2021,2021-01-10,559232.0,2022-2023
Customer 1,Product 6,November,2021,2021-01-11,,2022-2023
Customer 1,Product 6,December,2021,2021-01-12,559879.0,2022-2023
Customer 1,Product 6,January,2022,2022-01-01,,2022-2023
Customer 1,Product 6,February,2022,2022-01-02,,2022-2023
Customer 1,Product 6,March,2022,2022-01-03,,2022-2023
Customer 1,Product 6,April,2022,2022-01-04,,2023-2024
Customer 1,Product 6,May,2022,2022-01-05,,2023-2024
Customer 1,Product 6,June,2022,2022-01-06,803602.0,2023-2024
Customer 1,Product 6,July,2022,2022-01-07,808170.0,2023-2024
Customer 1,Product 6,August,2022,2022-01-08,,2023-2024
Customer 1,Product 6,September,2022,2022-01-09,818505.0,2023-2024
Customer 1,Product 6,October,2022,2022-01-10,,2023-2024
Customer 1,Product 6,November,2022,2022-01-11,,2023-2024
Customer 1,Product 6,December,2022,2022-01-12,,2023-2024
Customer 1,Product 6,January,2023,2023-01-01,820354.0,2023-2024
Customer 1,Product 6,February,2023,2023-01-02,,2023-2024
Customer 1,Product 6,March,2023,2023-01-03,820542.0,2023-2024
Customer 1,Product 6,April,2023,2023-01-04,1799722.0,2024-2025
Customer 1,Product 6,May,2023,2023-01-05,1802653.0,2024-2025
Customer 1,Product 6,June,2023,2023-01-06,,2024-2025
Customer 1,Product 6,July,2023,2023-01-07,,2024-2025
Customer 1,Product 6,August,2023,2023-01-08,1805507.0,2024-2025
Customer 1,Product 6,September,2023,2023-01-09,1809539.0,2024-2025
Customer 1,Product 6,October,2023,2023-01-10,,2024-2025
Customer 1,Product 6,November,2023,2023-01-11,1810946.0,2024-2025
Customer 1,Product 6,December,2023,2023-01-12,1814699.0,2024-2025
Customer 1,Product 6,January,2024,2024-01-01,1815614.0,2024-2025
Customer 1,Product 6,February,2024,2024-01-02,,2024-2025
Customer 1,Product 6,March,2024,2024-01-03,,2024-2025
Customer 1,Product 9,April,2021,2021-01-04,,2022-2023
Customer 1,Product 9,May,2021,2021-01-05,,2022-2023
Customer 1,Product 9,June,2021,2021-01-06,563733.0,2022-2023
Customer 1,Product 9,July,2021,2021-01-07,,2022-2023
Customer 1,Product 9,August,2021,2021-01-08,,2022-2023
Customer 1,Product 9,September,2021,2021-01-09,576602.0,2022-2023
Customer 1,Product 9,October,2021,2021-01-10,,2022-2023
Customer 1,Product 9,November,2021,2021-01-11,,2022-2023
Customer 1,Product 9,December,2021,2021-01-12,,2022-2023
Customer 1,Product 9,January,2022,2022-01-01,576971.0,2022-2023
Customer 1,Product 9,February,2022,2022-01-02,,2022-2023
Customer 1,Product 9,March,2022,2022-01-03,577391.0,2022-2023
Customer 1,Product 9,April,2022,2022-01-04,,2023-2024
Customer 1,Product 9,May,2022,2022-01-05,,2023-2024
Customer 1,Product 9,June,2022,2022-01-06,,2023-2024
Customer 1,Product 9,July,2022,2022-01-07,,2023-2024
Customer 1,Product 9,August,2022,2022-01-08,580796.0,2023-2024
Customer 1,Product 9,September,2022,2022-01-09,582728.0,2023-2024
Customer 1,Product 9,October,2022,2022-01-10,,2023-2024
Customer 1,Product 9,November,2022,2022-01-11,,2023-2024
Customer 1,Product 9,December,2022,2022-01-12,594269.0,2023-2024
Customer 1,Product 9,January,2023,2023-01-01,594606.0,2023-2024
Customer 1,Product 9,February,2023,2023-01-02,,2023-2024
Customer 1,Product 9,March,2023,2023-01-03,,2023-2024
Customer 1,Product 9,April,2023,2023-01-04,,2024-2025
Customer 1,Product 9,May,2023,2023-01-05,,2024-2025
Customer 1,Product 9,June,2023,2023-01-06,,2024-2025
Customer 1,Product 9,July,2023,2023-01-07,,2024-2025
Customer 1,Product 9,August,2023,2023-01-08,1143718.0,2024-2025
Customer 1,Product 9,September,2023,2023-01-09,,2024-2025
Customer 1,Product 9,October,2023,2023-01-10,1146026.0,2024-2025
Customer 1,Product 9,November,2023,2023-01-11,1156885.0,2024-2025
Customer 1,Product 9,December,2023,2023-01-12,1161964.0,2024-2025
Customer 1,Product 9,January,2024,2024-01-01,1163783.0,2024-2025
Customer 1,Product 9,February,2024,2024-01-02,1173668.0,2024-2025
Customer 1,Product 9,March,2024,2024-01-03,,2024-2025
Customer 10,Product 1,April,2021,2021-01-04,6602876.0,2022-2023
Customer 10,Product 1,May,2021,2021-01-05,6606157.0,2022-2023
Customer 10,Product 1,June,2021,2021-01-06,6606747.0,2022-2023
Customer 10,Product 1,July,2021,2021-01-07,6608326.0,2022-2023
Customer 10,Product 1,August,2021,2021-01-08,6610368.0,2022-2023
Customer 10,Product 1,September,2021,2021-01-09,6611979.0,2022-2023
Customer 10,Product 1,October,2021,2021-01-10,6621067.0,2022-2023
Customer 10,Product 1,November,2021,2021-01-11,6632478.0,2022-2023
Customer 10,Product 1,December,2021,2021-01-12,6635954.0,2022-2023
Customer 10,Product 1,January,2022,2022-01-01,6642187.0,2022-2023
Customer 10,Product 1,February,2022,2022-01-02,6642293.0,2022-2023
Customer 10,Product 1,March,2022,2022-01-03,6642784.0,2022-2023
Customer 10,Product 1,April,2022,2022-01-04,4395131.0,2023-2024
Customer 10,Product 1,May,2022,2022-01-05,4398296.0,2023-2024
Customer 10,Product 1,June,2022,2022-01-06,4401073.0,2023-2024
Customer 10,Product 1,July,2022,2022-01-07,4405163.0,2023-2024
Customer 10,Product 1,August,2022,2022-01-08,4405765.0,2023-2024
Customer 10,Product 1,September,2022,2022-01-09,4405777.0,2023-2024
Customer 10,Product 1,October,2022,2022-01-10,,2023-2024
Customer 10,Product 1,November,2022,2022-01-11,,2023-2024
Customer 10,Product 1,December,2022,2022-01-12,4410858.0,2023-2024
Customer 10,Product 1,January,2023,2023-01-01,4411673.0,2023-2024
Customer 10,Product 1,February,2023,2023-01-02,4419725.0,2023-2024
Customer 10,Product 1,March,2023,2023-01-03,4421408.0,2023-2024
Customer 10,Product 1,April,2023,2023-01-04,1178302.0,2024-2025
Customer 10,Product 1,May,2023,2023-01-05,1183830.0,2024-2025
Customer 10,Product 1,June,2023,2023-01-06,1189568.0,2024-2025
Customer 10,Product 1,July,2023,2023-01-07,,2024-2025
Customer 10,Product 1,August,2023,2023-01-08,1189729.0,2024-2025
Customer 10,Product 1,September,2023,2023-01-09,1190385.0,2024-2025
Customer 10,Product 1,October,2023,2023-01-10,,2024-2025
Customer 10,Product 1,November,2023,2023-01-11,,2024-2025
Customer 10,Product 1,December,2023,2023-01-12,1191492.0,2024-2025
Customer 10,Product 1,January,2024,2024-01-01,,2024-2025
Customer 10,Product 1,February,2024,2024-01-02,,2024-2025
Customer 10,Product 1,March,2024,2024-01-03,,2024-2025
Customer 10,Product 10,April,2021,2021-01-04,6643804.0,2022-2023
Customer 10,Product 10,May,2021,2021-01-05,6649698.0,2022-2023
Customer 10,Product 10,June,2021,2021-01-06,6649975.0,2022-2023
Customer 10,Product 10,July,2021,2021-01-07,6651070.0,2022-2023
Customer 10,Product 10,August,2021,2021-01-08,6651138.0,2022-2023
Customer 10,Product 10,September,2021,2021-01-09,6652662.0,2022-2023
Customer 10,Product 10,October,2021,2021-01-10,6660208.0,2022-2023
Customer 10,Product 10,November,2021,2021-01-11,6668121.0,2022-2023
Customer 10,Product 10,December,2021,2021-01-12,6678100.0,2022-2023
Customer 10,Product 10,January,2022,2022-01-01,6678916.0,2022-2023
Customer 10,Product 10,February,2022,2022-01-02,6681411.0,2022-2023
Customer 10,Product 10,March,2022,2022-01-03,6684993.0,2022-2023
Customer 10,Product 10,April,2022,2022-01-04,3277511.0,2023-2024
Customer 10,Product 10,May,2022,2022-01-05,3279799.0,2023-2024
Customer 10,Product 10,June,2022,2022-01-06,,2023-2024
Customer 10,Product 10,July,2022,2022-01-07,3281498.0,2023-2024
Customer 10,Product 10,August,2022,2022-01-08,,2023-2024
Customer 10,Product 10,September,2022,2022-01-09,3282123.0,2023-2024
Customer 10,Product 10,October,2022,2022-01-10,3284610.0,2023-2024
Customer 10,Product 10,November,2022,2022-01-11,3284770.0,2023-2024
Customer 10,Product 10,December,2022,2022-01-12,3288863.0,2023-2024
Customer 10,Product 10,January,2023,2023-01-01,3291979.0,2023-2024
Customer 10,Product 10,February,2023,2023-01-02,3294595.0,2023-2024
Customer 10,Product 10,March,2023,2023-01-03,,2023-2024
Customer 10,Product 10,April,2023,2023-01-04,2407450.0,2024-2025
Customer 10,Product 10,May,2023,2023-01-05,2413473.0,2024-2025
Customer 10,Product 10,June,2023,2023-01-06,2421652.0,2024-2025
Customer 10,Product 10,July,2023,2023-01-07,2427528.0,2024-2025
Customer 10,Product 10,August,2023,2023-01-08,2430922.0,2024-2025
Customer 10,Product 10,September,2023,2023-01-09,,2024-2025
Customer 10,Product 10,October,2023,2023-01-10,2443992.0,2024-2025
Customer 10,Product 10,November,2023,2023-01-11,,2024-2025
Customer 10,Product 10,December,2023,2023-01-12,,2024-2025
Customer 10,Product 10,January,2024,2024-01-01,,2024-2025
Customer 10,Product 10,February,2024,2024-01-02,2444106.0,2024-2025
Customer 10,Product 10,March,2024,2024-01-03,2445235.0,2024-2025
Customer 10,Product 4,April,2021,2021-01-04,,2022-2023
Customer 10,Product 4,May,2021,2021-01-05,,2022-2023
Customer 10,Product 4,June,2021,2021-01-06,,2022-2023
Customer 10,Product 4,July,2021,2021-01-07,,2022-2023
Customer 10,Product 4,August,2021,2021-01-08,,2022-2023
Customer 10,Product 4,September,2021,2021-01-09,144599.0,2022-2023
Customer 10,Product 4,October,2021,2021-01-10,,2022-2023
Customer 10,Product 4,November,2021,2021-01-11,150447.0,2022-2023
Customer 10,Product 4,December,2021,2021-01-12,,2022-2023
Customer 10,Product 4,January,2022,2022-01-01,151724.0,2022-2023
Customer 10,Product 4,February,2022,2022-01-02,,2022-2023
Customer 10,Product 4,March,2022,2022-01-03,,2022-2023
Customer 10,Product 4,April,2022,2022-01-04,,2023-2024
Customer 10,Product 4,May,2022,2022-01-05,,2023-2024
Customer 10,Product 4,June,2022,2022-01-06,,2023-2024
Customer 10,Product 4,July,2022,2022-01-07,1192809.0,2023-2024
Customer 10,Product 4,August,2022,2022-01-08,,2023-2024
Customer 10,Product 4,September,2022,2022-01-09,,2023-2024
Customer 10,Product 4,October,2022,2022-01-10,,2023-2024
Customer 10,Product 4,November,2022,2022-01-11,1195461.0,2023-2024
Customer 10,Product 4,December,2022,2022-01-12,1199290.0,2023-2024
Customer 10,Product 4,January,2023,2023-01-01,1201873.0,2023-2024
Customer 10,Product 4,February,2023,2023-01-02,1203980.0,2023-2024
Customer 10,Product 4,March,2023,2023-01-03,1205364.0,2023-2024
Customer 10,Product 4,April,2023,2023-01-04,3297269.0,2024-2025
Customer 10,Product 4,May,2023,2023-01-05,3305894.0,2024-2025
Customer 10,Product 4,June,2023,2023-01-06,3315703.0,2024-2025
Customer 10,Product 4,July,2023,2023-01-07,3321457.0,2024-2025
Customer 10,Product 4,August,2023,2023-01-08,,2024-2025
Customer 10,Product 4,September,2023,2023-01-09,3326993.0,2024-2025
Customer 10,Product 4,October,2023,2023-01-10,3328905.0,2024-2025
Customer 10,Product 4,November,2023,2023-01-11,,2024-2025
Customer 10,Product 4,December,2023,2023-01-12,3338129.0,2024-2025
Customer 10,Product 4,January,2024,2024-01-01,3344844.0,2024-2025
Customer 10,Product 4,February,2024,2024-01-02,,2024-2025
Customer 10,Product 4,March,2024,2024-01-03,3347161.0,2024-2025
Customer 10,Product 5,April,2021,2021-01-04,4424747.0,2022-2023
Customer 10,Product 5,May,2021,2021-01-05,4428354.0,2022-2023
Customer 10,Product 5,June,2021,2021-01-06,4428861.0,2022-2023
Customer 10,Product 5,July,2021,2021-01-07,4431826.0,2022-2023
Customer 10,Product 5,August,2021,2021-01-08,,2022-2023
Customer 10,Product 5,September,2021,2021-01-09,4434452.0,2022-2023
Customer 10,Product 5,October,2021,2021-01-10,4438180.0,2022-2023
Customer 10,Product 5,November,2021,2021-01-11,,2022-2023
Customer 10,Product 5,December,2021,2021-01-12,4443411.0,2022-2023
Customer 10,Product 5,January,2022,2022-01-01,4443851.0,2022-2023
Customer 10,Product 5,February,2022,2022-01-02,4445817.0,2022-2023
Customer 10,Product 5,March,2022,2022-01-03,4451204.0,2022-2023
Customer 10,Product 5,April,2022,2022-01-04,,2023-2024
Customer 10,Product 5,May,2022,2022-01-05,3353099.0,2023-2024
Customer 10,Product 5,June,2022,2022-01-06,3353779.0,2023-2024
Customer 10,Product 5,July,2022,2022-01-07,3359640.0,2023-2024
Customer 10,Product 5,August,2022,2022-01-08,,2023-2024
Customer 10,Product 5,September,2022,2022-01-09,3359669.0,2023-2024
Customer 10,Product 5,October,2022,2022-01-10,3362562.0,2023-2024
Customer 10,Product 5,November,2022,2022-01-11,3365010.0,2023-2024
Customer 10,Product 5,December,2022,2022-01-12,,2023-2024
Customer 10,Product 5,January,2023,2023-01-01,3365378.0,2023-2024
Customer 10,Product 5,February,2023,2023-01-02,3369089.0,2023-2024
Customer 10,Product 5,March,2023,2023-01-03,3369500.0,2023-2024
Customer 10,Product 5,April,2023,2023-01-04,5581539.0,2024-2025
