Date,Item ID,Opening Stock,Consumption,Incoming,Closing Stock,Units,Item Name,Category,Unit Price,ABC Class,MSL,Inventory Turnover ratio,Ratio
31-03-2025 00:00,ITEM-0001,230,23,19,226,Roll,Product 1,Raw Materials,491.88,A,152,0.100877193,1
01-04-2025 00:00,ITEM-0001,136,28,7,115,Roll,Product 1,Raw Materials,491.88,A,152,0.22310757,1
02-04-2025 00:00,ITEM-0001,126,28,14,112,Roll,Product 1,Raw Materials,491.88,A,152,0.235294118,1
03-04-2025 00:00,ITEM-0001,189,11,12,190,Roll,Product 1,Raw Materials,491.88,A,152,0.058047493,1
04-04-2025 00:00,ITEM-0001,251,26,18,243,Roll,Product 1,Raw Materials,491.88,A,152,0.105263158,1
05-04-2025 00:00,ITEM-0001,285,35,25,275,Roll,Product 1,Raw Materials,491.88,A,152,0.125,1
06-04-2025 00:00,ITEM-0001,164,26,4,142,Roll,Product 1,Raw Materials,491.88,A,152,0.169934641,1
07-04-2025 00:00,ITEM-0001,269,10,29,288,Roll,Product 1,Raw Materials,491.88,A,152,0.035906643,1
08-04-2025 00:00,ITEM-0001,195,39,5,161,Roll,Product 1,Raw Materials,491.88,A,152,0.219101124,1
09-04-2025 00:00,ITEM-0001,255,7,22,270,Roll,Product 1,Raw Materials,491.88,A,152,0.026666667,1
10-04-2025 00:00,ITEM-0001,168,25,13,156,Roll,Product 1,Raw Materials,491.88,A,152,0.154320988,1
11-04-2025 00:00,ITEM-0001,228,11,25,242,Roll,Product 1,Raw Materials,491.88,A,152,0.046808511,1
12-04-2025 00:00,ITEM-0001,262,39,29,252,Roll,Product 1,Raw Materials,491.88,A,152,0.151750973,1
13-04-2025 00:00,ITEM-0001,232,39,27,220,Roll,Product 1,Raw Materials,491.88,A,152,0.172566372,1
14-04-2025 00:00,ITEM-0001,292,11,11,292,Roll,Product 1,Raw Materials,491.88,A,152,0.037671233,1
15-04-2025 00:00,ITEM-0001,221,47,3,177,Roll,Product 1,Raw Materials,491.88,A,152,0.236180905,1
16-04-2025 00:00,ITEM-0001,254,36,7,225,Roll,Product 1,Raw Materials,491.88,A,152,0.150313152,1
17-04-2025 00:00,ITEM-0001,248,41,16,223,Roll,Product 1,Raw Materials,491.88,A,152,0.174097665,1
18-04-2025 00:00,ITEM-0001,213,30,25,208,Roll,Product 1,Raw Materials,491.88,A,152,0.142517815,1
19-04-2025 00:00,ITEM-0001,258,28,13,243,Roll,Product 1,Raw Materials,491.88,A,152,0.111776447,1
20-04-2025 00:00,ITEM-0001,161,40,21,142,Roll,Product 1,Raw Materials,491.88,A,152,0.264026403,1
21-04-2025 00:00,ITEM-0001,132,22,0,110,Roll,Product 1,Raw Materials,491.88,A,152,0.181818182,1
22-04-2025 00:00,ITEM-0001,167,36,20,151,Roll,Product 1,Raw Materials,491.88,A,152,0.226415094,1
23-04-2025 00:00,ITEM-0001,211,45,3,169,Roll,Product 1,Raw Materials,491.88,A,152,0.236842105,1
24-04-2025 00:00,ITEM-0001,178,0,21,199,Roll,Product 1,Raw Materials,491.88,A,152,0,1
25-04-2025 00:00,ITEM-0001,176,39,14,151,Roll,Product 1,Raw Materials,491.88,A,152,0.23853211,1
26-04-2025 00:00,ITEM-0001,270,46,8,232,Roll,Product 1,Raw Materials,491.88,A,152,0.183266932,1
27-04-2025 00:00,ITEM-0001,174,8,9,175,Roll,Product 1,Raw Materials,491.88,A,152,0.045845272,1
28-04-2025 00:00,ITEM-0001,301,25,8,284,Roll,Product 1,Raw Materials,491.88,A,152,0.085470085,1
29-04-2025 00:00,ITEM-0001,156,24,25,157,Roll,Product 1,Raw Materials,491.88,A,152,0.153354633,1
30-04-2025 00:00,ITEM-0001,196,37,1,160,Roll,Product 1,Raw Materials,491.88,A,152,0.207865169,1
01-02-2025 00:00,ITEM-0002,319,17,26,328,Sheet,Product 2,Maintenance,205.42,C,215,0.052550232,1
02-02-2025 00:00,ITEM-0002,346,26,16,336,Sheet,Product 2,Maintenance,205.42,C,215,0.076246334,1
03-02-2025 00:00,ITEM-0002,312,42,26,296,Sheet,Product 2,Maintenance,205.42,C,215,0.138157895,1
04-02-2025 00:00,ITEM-0002,292,23,24,293,Sheet,Product 2,Maintenance,205.42,C,215,0.078632479,1
05-02-2025 00:00,ITEM-0002,364,5,20,379,Sheet,Product 2,Maintenance,205.42,C,215,0.01345895,1
06-02-2025 00:00,ITEM-0002,272,32,16,256,Sheet,Product 2,Maintenance,205.42,C,215,0.121212121,1
07-02-2025 00:00,ITEM-0002,213,42,21,192,Sheet,Product 2,Maintenance,205.42,C,215,0.207407407,1
08-02-2025 00:00,ITEM-0002,338,27,17,328,Sheet,Product 2,Maintenance,205.42,C,215,0.081081081,1
09-02-2025 00:00,ITEM-0002,233,6,16,243,Sheet,Product 2,Maintenance,205.42,C,215,0.025210084,1
10-02-2025 00:00,ITEM-0002,268,40,16,244,Sheet,Product 2,Maintenance,205.42,C,215,0.15625,1
11-02-2025 00:00,ITEM-0002,332,21,27,338,Sheet,Product 2,Maintenance,205.42,C,215,0.062686567,1
12-02-2025 00:00,ITEM-0002,247,39,16,224,Sheet,Product 2,Maintenance,205.42,C,215,0.165605096,1
13-02-2025 00:00,ITEM-0002,255,0,12,267,Sheet,Product 2,Maintenance,205.42,C,215,0,1
14-02-2025 00:00,ITEM-0002,363,18,29,374,Sheet,Product 2,Maintenance,205.42,C,215,0.048846676,1
15-02-2025 00:00,ITEM-0002,216,29,28,215,Sheet,Product 2,Maintenance,205.42,C,215,0.134570766,1
16-02-2025 00:00,ITEM-0002,233,44,28,217,Sheet,Product 2,Maintenance,205.42,C,215,0.195555556,1
17-02-2025 00:00,ITEM-0002,214,15,7,206,Sheet,Product 2,Maintenance,205.42,C,215,0.071428571,1
18-02-2025 00:00,ITEM-0002,203,17,0,186,Sheet,Product 2,Maintenance,205.42,C,215,0.087403599,1
19-02-2025 00:00,ITEM-0002,262,46,17,233,Sheet,Product 2,Maintenance,205.42,C,215,0.185858586,1
20-02-2025 00:00,ITEM-0002,297,49,29,277,Sheet,Product 2,Maintenance,205.42,C,215,0.170731707,1
21-02-2025 00:00,ITEM-0002,350,3,0,347,Sheet,Product 2,Maintenance,205.42,C,215,0.008608321,1
22-02-2025 00:00,ITEM-0002,192,28,22,186,Sheet,Product 2,Maintenance,205.42,C,215,0.148148148,1
23-02-2025 00:00,ITEM-0002,287,2,9,294,Sheet,Product 2,Maintenance,205.42,C,215,0.006884682,1
24-02-2025 00:00,ITEM-0002,294,33,27,288,Sheet,Product 2,Maintenance,205.42,C,215,0.113402062,1
25-02-2025 00:00,ITEM-0002,271,27,17,261,Sheet,Product 2,Maintenance,205.42,C,215,0.101503759,1
26-02-2025 00:00,ITEM-0002,319,28,7,298,Sheet,Product 2,Maintenance,205.42,C,215,0.09076175,1
27-02-2025 00:00,ITEM-0002,249,2,23,270,Sheet,Product 2,Maintenance,205.42,C,215,0.007707129,1
28-02-2025 00:00,ITEM-0002,256,46,4,214,Sheet,Product 2,Maintenance,205.42,C,215,0.195744681,1
01-03-2025 00:00,ITEM-0002,251,32,27,246,Sheet,Product 2,Maintenance,205.42,C,215,0.128772636,1
02-03-2025 00:00,ITEM-0002,192,33,2,161,Sheet,Product 2,Maintenance,205.42,C,215,0.186968839,1
03-03-2025 00:00,ITEM-0002,280,23,13,270,Sheet,Product 2,Maintenance,205.42,C,215,0.083636364,1
04-03-2025 00:00,ITEM-0002,216,45,10,181,Sheet,Product 2,Maintenance,205.42,C,215,0.226700252,1
05-03-2025 00:00,ITEM-0002,328,3,19,344,Sheet,Product 2,Maintenance,205.42,C,215,0.008928571,1
06-03-2025 00:00,ITEM-0002,349,20,13,342,Sheet,Product 2,Maintenance,205.42,C,215,0.05788712,1
07-03-2025 00:00,ITEM-0002,239,47,17,209,Sheet,Product 2,Maintenance,205.42,C,215,0.209821429,1
08-03-2025 00:00,ITEM-0002,191,9,6,188,Sheet,Product 2,Maintenance,205.42,C,215,0.047493404,1
09-03-2025 00:00,ITEM-0002,345,22,20,343,Sheet,Product 2,Maintenance,205.42,C,215,0.063953488,1
10-03-2025 00:00,ITEM-0002,331,47,28,312,Sheet,Product 2,Maintenance,205.42,C,215,0.146189736,1
11-03-2025 00:00,ITEM-0002,331,35,28,324,Sheet,Product 2,Maintenance,205.42,C,215,0.106870229,1
12-03-2025 00:00,ITEM-0002,266,1,0,265,Sheet,Product 2,Maintenance,205.42,C,215,0.003766478,1
13-03-2025 00:00,ITEM-0002,231,4,19,246,Sheet,Product 2,Maintenance,205.42,C,215,0.016771488,1
14-03-2025 00:00,ITEM-0002,195,41,1,155,Sheet,Product 2,Maintenance,205.42,C,215,0.234285714,1
15-03-2025 00:00,ITEM-0002,303,11,19,311,Sheet,Product 2,Maintenance,205.42,C,215,0.035830619,1
16-03-2025 00:00,ITEM-0002,189,36,5,158,Sheet,Product 2,Maintenance,205.42,C,215,0.207492795,1
17-03-2025 00:00,ITEM-0002,321,33,20,308,Sheet,Product 2,Maintenance,205.42,C,215,0.104928458,1
18-03-2025 00:00,ITEM-0002,356,34,19,341,Sheet,Product 2,Maintenance,205.42,C,215,0.097560976,1
19-03-2025 00:00,ITEM-0002,270,43,23,250,Sheet,Product 2,Maintenance,205.42,C,215,0.165384615,1
20-03-2025 00:00,ITEM-0002,265,9,29,285,Sheet,Product 2,Maintenance,205.42,C,215,0.032727273,1
21-03-2025 00:00,ITEM-0002,304,45,22,281,Sheet,Product 2,Maintenance,205.42,C,215,0.153846154,1
22-03-2025 00:00,ITEM-0002,312,31,16,297,Sheet,Product 2,Maintenance,205.42,C,215,0.10180624,1
23-03-2025 00:00,ITEM-0002,298,16,13,295,Sheet,Product 2,Maintenance,205.42,C,215,0.053962901,1
24-03-2025 00:00,ITEM-0002,193,39,1,155,Sheet,Product 2,Maintenance,205.42,C,215,0.224137931,1
25-03-2025 00:00,ITEM-0002,209,38,8,179,Sheet,Product 2,Maintenance,205.42,C,215,0.195876289,1
26-03-2025 00:00,ITEM-0002,206,42,13,177,Sheet,Product 2,Maintenance,205.42,C,215,0.219321149,1
27-03-2025 00:00,ITEM-0002,188,25,25,188,Sheet,Product 2,Maintenance,205.42,C,215,0.132978723,1
28-03-2025 00:00,ITEM-0002,213,44,1,170,Sheet,Product 2,Maintenance,205.42,C,215,0.229765013,1
29-03-2025 00:00,ITEM-0002,221,10,5,216,Sheet,Product 2,Maintenance,205.42,C,215,0.04576659,1
30-03-2025 00:00,ITEM-0002,330,20,9,319,Sheet,Product 2,Maintenance,205.42,C,215,0.061633282,1
31-03-2025 00:00,ITEM-0002,284,40,5,249,Sheet,Product 2,Maintenance,205.42,C,215,0.150093809,1
01-04-2025 00:00,ITEM-0002,218,16,4,206,Sheet,Product 2,Maintenance,205.42,C,215,0.075471698,1
02-04-2025 00:00,ITEM-0002,337,37,25,325,Sheet,Product 2,Maintenance,205.42,C,215,0.111782477,1
03-04-2025 00:00,ITEM-0002,260,22,20,258,Sheet,Product 2,Maintenance,205.42,C,215,0.084942085,1
04-04-2025 00:00,ITEM-0002,290,21,20,289,Sheet,Product 2,Maintenance,205.42,C,215,0.07253886,1
05-04-2025 00:00,ITEM-0002,211,30,5,186,Sheet,Product 2,Maintenance,205.42,C,215,0.151133501,1
06-04-2025 00:00,ITEM-0002,352,33,11,330,Sheet,Product 2,Maintenance,205.42,C,215,0.096774194,1
07-04-2025 00:00,ITEM-0002,237,6,9,240,Sheet,Product 2,Maintenance,205.42,C,215,0.025157233,1
08-04-2025 00:00,ITEM-0002,357,16,25,366,Sheet,Product 2,Maintenance,205.42,C,215,0.044260028,1
09-04-2025 00:00,ITEM-0002,306,45,1,262,Sheet,Product 2,Maintenance,205.42,C,215,0.158450704,1
10-04-2025 00:00,ITEM-0002,238,42,0,196,Sheet,Product 2,Maintenance,205.42,C,215,0.193548387,1
11-04-2025 00:00,ITEM-0002,235,35,18,218,Sheet,Product 2,Maintenance,205.42,C,215,0.154525386,1
12-04-2025 00:00,ITEM-0002,210,28,20,202,Sheet,Product 2,Maintenance,205.42,C,215,0.13592233,1
13-04-2025 00:00,ITEM-0002,195,39,10,166,Sheet,Product 2,Maintenance,205.42,C,215,0.216066482,1
14-04-2025 00:00,ITEM-0002,348,48,26,326,Sheet,Product 2,Maintenance,205.42,C,215,0.142433234,1
15-04-2025 00:00,ITEM-0002,223,39,2,186,Sheet,Product 2,Maintenance,205.42,C,215,0.190709046,1
16-04-2025 00:00,ITEM-0002,238,33,22,227,Sheet,Product 2,Maintenance,205.42,C,215,0.141935484,1
17-04-2025 00:00,ITEM-0002,295,23,21,293,Sheet,Product 2,Maintenance,205.42,C,215,0.078231293,1
18-04-2025 00:00,ITEM-0002,334,4,23,353,Sheet,Product 2,Maintenance,205.42,C,215,0.011644833,1
19-04-2025 00:00,ITEM-0002,217,35,14,196,Sheet,Product 2,Maintenance,205.42,C,215,0.169491525,1
20-04-2025 00:00,ITEM-0002,332,18,2,316,Sheet,Product 2,Maintenance,205.42,C,215,0.055555556,1
21-04-2025 00:00,ITEM-0002,265,44,10,231,Sheet,Product 2,Maintenance,205.42,C,215,0.177419355,1
22-04-2025 00:00,ITEM-0002,338,1,20,357,Sheet,Product 2,Maintenance,205.42,C,215,0.002877698,1
23-04-2025 00:00,ITEM-0002,257,8,7,256,Sheet,Product 2,Maintenance,205.42,C,215,0.031189084,1
24-04-2025 00:00,ITEM-0002,201,0,24,225,Sheet,Product 2,Maintenance,205.42,C,215,0,1
25-04-2025 00:00,ITEM-0002,245,42,7,210,Sheet,Product 2,Maintenance,205.42,C,215,0.184615385,1
26-04-2025 00:00,ITEM-0002,226,24,6,208,Sheet,Product 2,Maintenance,205.42,C,215,0.110599078,1
27-04-2025 00:00,ITEM-0002,219,2,17,234,Sheet,Product 2,Maintenance,205.42,C,215,0.008830022,1
28-04-2025 00:00,ITEM-0002,292,43,18,267,Sheet,Product 2,Maintenance,205.42,C,215,0.153846154,1
29-04-2025 00:00,ITEM-0002,286,33,11,264,Sheet,Product 2,Maintenance,205.42,C,215,0.12,1
30-04-2025 00:00,ITEM-0002,203,36,11,178,Sheet,Product 2,Maintenance,205.42,C,215,0.188976378,1
01-02-2025 00:00,ITEM-0003,259,16,9,252,Carton,Product 3,Packaging,410.05,C,241,0.062622309,1
02-02-2025 00:00,ITEM-0003,267,48,14,233,Carton,Product 3,Packaging,410.05,C,241,0.192,1
03-02-2025 00:00,ITEM-0003,222,15,23,230,Carton,Product 3,Packaging,410.05,C,241,0.066371681,1
04-02-2025 00:00,ITEM-0003,293,7,20,306,Carton,Product 3,Packaging,410.05,C,241,0.023372287,1
05-02-2025 00:00,ITEM-0003,291,22,4,273,Carton,Product 3,Packaging,410.05,C,241,0.078014184,1
06-02-2025 00:00,ITEM-0003,328,15,5,318,Carton,Product 3,Packaging,410.05,C,241,0.046439628,1
07-02-2025 00:00,ITEM-0003,235,17,24,242,Carton,Product 3,Packaging,410.05,C,241,0.071278826,1
08-02-2025 00:00,ITEM-0003,222,14,26,234,Carton,Product 3,Packaging,410.05,C,241,0.061403509,1
09-02-2025 00:00,ITEM-0003,364,40,12,336,Carton,Product 3,Packaging,410.05,C,241,0.114285714,1
10-02-2025 00:00,ITEM-0003,236,46,9,199,Carton,Product 3,Packaging,410.05,C,241,0.211494253,1
11-02-2025 00:00,ITEM-0003,226,6,16,236,Carton,Product 3,Packaging,410.05,C,241,0.025974026,1
12-02-2025 00:00,ITEM-0003,361,25,20,356,Carton,Product 3,Packaging,410.05,C,241,0.069735007,1
13-02-2025 00:00,ITEM-0003,296,6,13,303,Carton,Product 3,Packaging,410.05,C,241,0.020033389,1
14-02-2025 00:00,ITEM-0003,289,6,8,291,Carton,Product 3,Packaging,410.05,C,241,0.020689655,1
15-02-2025 00:00,ITEM-0003,325,47,7,285,Carton,Product 3,Packaging,410.05,C,241,0.154098361,1
16-02-2025 00:00,ITEM-0003,269,22,28,275,Carton,Product 3,Packaging,410.05,C,241,0.080882353,1
17-02-2025 00:00,ITEM-0003,292,30,29,291,Carton,Product 3,Packaging,410.05,C,241,0.102915952,1
18-02-2025 00:00,ITEM-0003,326,38,2,290,Carton,Product 3,Packaging,410.05,C,241,0.123376623,1
19-02-2025 00:00,ITEM-0003,356,41,6,321,Carton,Product 3,Packaging,410.05,C,241,0.1211226,1
20-02-2025 00:00,ITEM-0003,227,13,23,237,Carton,Product 3,Packaging,410.05,C,241,0.056034483,1
21-02-2025 00:00,ITEM-0003,318,44,1,275,Carton,Product 3,Packaging,410.05,C,241,0.148397976,1
22-02-2025 00:00,ITEM-0003,341,36,10,315,Carton,Product 3,Packaging,410.05,C,241,0.109756098,1
23-02-2025 00:00,ITEM-0003,378,25,22,375,Carton,Product 3,Packaging,410.05,C,241,0.066401062,1
24-02-2025 00:00,ITEM-0003,318,38,14,294,Carton,Product 3,Packaging,410.05,C,241,0.124183007,1
25-02-2025 00:00,ITEM-0003,330,48,3,285,Carton,Product 3,Packaging,410.05,C,241,0.156097561,1
26-02-2025 00:00,ITEM-0003,303,21,24,306,Carton,Product 3,Packaging,410.05,C,241,0.068965517,1
27-02-2025 00:00,ITEM-0003,351,17,0,334,Carton,Product 3,Packaging,410.05,C,241,0.049635036,1
28-02-2025 00:00,ITEM-0003,226,44,9,191,Carton,Product 3,Packaging,410.05,C,241,0.211031175,1
01-03-2025 00:00,ITEM-0003,318,1,22,339,Carton,Product 3,Packaging,410.05,C,241,0.00304414,1
02-03-2025 00:00,ITEM-0003,380,33,29,376,Carton,Product 3,Packaging,410.05,C,241,0.087301587,1
03-03-2025 00:00,ITEM-0003,223,12,17,228,Carton,Product 3,Packaging,410.05,C,241,0.053215078,1
04-03-2025 00:00,ITEM-0003,370,31,2,341,Carton,Product 3,Packaging,410.05,C,241,0.087201125,1
05-03-2025 00:00,ITEM-0003,333,38,13,308,Carton,Product 3,Packaging,410.05,C,241,0.118564743,1
06-03-2025 00:00,ITEM-0003,239,48,28,219,Carton,Product 3,Packaging,410.05,C,241,0.209606987,1
07-03-2025 00:00,ITEM-0003,272,43,24,253,Carton,Product 3,Packaging,410.05,C,241,0.163809524,1
08-03-2025 00:00,ITEM-0003,226,43,14,197,Carton,Product 3,Packaging,410.05,C,241,0.203309693,1
09-03-2025 00:00,ITEM-0003,331,9,29,351,Carton,Product 3,Packaging,410.05,C,241,0.026392962,1
10-03-2025 00:00,ITEM-0003,363,38,19,344,Carton,Product 3,Packaging,410.05,C,241,0.107496464,1
11-03-2025 00:00,ITEM-0003,343,0,29,372,Carton,Product 3,Packaging,410.05,C,241,0,1
12-03-2025 00:00,ITEM-0003,387,2,12,397,Carton,Product 3,Packaging,410.05,C,241,0.005102041,1
13-03-2025 00:00,ITEM-0003,352,29,17,340,Carton,Product 3,Packaging,410.05,C,241,0.083815029,1
14-03-2025 00:00,ITEM-0003,278,17,29,290,Carton,Product 3,Packaging,410.05,C,241,0.059859155,1
15-03-2025 00:00,ITEM-0003,247,24,15,238,Carton,Product 3,Packaging,410.05,C,241,0.098969072,1
16-03-2025 00:00,ITEM-0003,283,14,16,285,Carton,Product 3,Packaging,410.05,C,241,0.049295775,1
17-03-2025 00:00,ITEM-0003,331,23,3,311,Carton,Product 3,Packaging,410.05,C,241,0.07165109,1
18-03-2025 00:00,ITEM-0003,350,36,28,342,Carton,Product 3,Packaging,410.05,C,241,0.104046243,1
19-03-2025 00:00,ITEM-0003,381,5,6,382,Carton,Product 3,Packaging,410.05,C,241,0.01310616,1
20-03-2025 00:00,ITEM-0003,273,45,23,251,Carton,Product 3,Packaging,410.05,C,241,0.171755725,1
21-03-2025 00:00,ITEM-0003,221,12,1,210,Carton,Product 3,Packaging,410.05,C,241,0.055684455,1
22-03-2025 00:00,ITEM-0003,363,6,19,376,Carton,Product 3,Packaging,410.05,C,241,0.01623816,1
23-03-2025 00:00,ITEM-0003,214,7,19,226,Carton,Product 3,Packaging,410.05,C,241,0.031818182,1
24-03-2025 00:00,ITEM-0003,303,44,13,272,Carton,Product 3,Packaging,410.05,C,241,0.153043478,1
25-03-2025 00:00,ITEM-0003,284,42,1,243,Carton,Product 3,Packaging,410.05,C,241,0.159392789,1
26-03-2025 00:00,ITEM-0003,267,25,8,250,Carton,Product 3,Packaging,410.05,C,241,0.096711799,1
27-03-2025 00:00,ITEM-0003,213,5,4,212,Carton,Product 3,Packaging,410.05,C,241,0.023529412,1
28-03-2025 00:00,ITEM-0003,215,46,22,191,Carton,Product 3,Packaging,410.05,C,241,0.226600985,1
29-03-2025 00:00,ITEM-0003,387,8,2,381,Carton,Product 3,Packaging,410.05,C,241,0.020833333,1
30-03-2025 00:00,ITEM-0003,230,48,28,210,Carton,Product 3,Packaging,410.05,C,241,0.218181818,1
31-03-2025 00:00,ITEM-0003,333,41,2,294,Carton,Product 3,Packaging,410.05,C,241,0.130781499,1
