Month,SKU,Demand,Opening Stock,Turnover Ratio,Inventory Days,Availability,No Stock,Low,Adequate,Excess,Bucket,nMonth,sMonth,nYear,MonthYear,Jan,Feb,Mar,Apr,May,Jun,MonthSold,Produt
May-25,sku 21,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 22,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 23,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 24,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 25,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 26,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 27,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 28,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 29,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 30,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 31,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 32,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 33,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 34,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 35,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 36,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 37,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 38,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 39,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 40,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 41,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 42,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 43,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 44,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 45,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 46,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 47,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 48,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 49,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 50,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 51,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 52,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 53,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 54,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 55,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 56,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 57,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 58,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 59,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 60,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 61,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 62,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 63,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 64,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 65,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 66,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 67,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 68,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 2
May-25,sku 69,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 2
May-25,sku 70,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 2
May-25,sku 71,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 72,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 73,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 74,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 75,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 76,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 77,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 78,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 79,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 80,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 81,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 82,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 83,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 84,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 85,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 86,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 87,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 88,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 89,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 90,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 91,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 92,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 93,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 94,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 95,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 96,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 97,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 98,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 99,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 100,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 101,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 102,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 103,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 104,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 105,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 106,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 107,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 108,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 109,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 110,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 111,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 112,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 113,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 114,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 115,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 116,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 117,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 118,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 119,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 120,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 121,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 122,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 123,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 124,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 125,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 126,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 127,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 128,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 129,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 130,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 131,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 132,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 133,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 134,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 135,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 136,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 137,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 138,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 139,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 140,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 141,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 142,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 143,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 144,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 145,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 146,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 147,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 148,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 149,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 150,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 151,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 152,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 153,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 154,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 155,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 156,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 157,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 158,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 159,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 160,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 161,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 162,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 163,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 164,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 165,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 166,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 167,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 168,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 169,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 170,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 171,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 172,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 173,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 174,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 175,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 176,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 177,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 178,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 179,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 180,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 181,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 182,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 183,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 184,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 185,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 186,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 187,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 188,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 189,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 190,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 191,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 192,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 193,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 194,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 195,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 196,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 197,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 198,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 199,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 200,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 201,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 202,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 203,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 204,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 205,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 206,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 207,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 208,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 209,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 210,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 211,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 212,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 213,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 214,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 215,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 1
May-25,sku 216,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 217,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 218,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 219,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 220,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 221,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 222,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 223,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 224,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
May-25,sku 225,0,0,,0,1,No Stock,,,,No Stock,May,May,2025,May-25,1,1,1,1,0,1,5,Product 3
