"Order_ID","Date","Day","Time","Hour","Process","Machine_ID","Status_x","Target_Production","Actual_Production","Utilization (%)","Priority","Utilization Split","Shift","Machine_Status"
"ORD-002","6/21/2025","21","3:00:00","3.00","Cutting","CUT-M2","Working","40","39","98%","Medium","Low","Shift C","Working"
"ORD-002","6/21/2025","21","4:00:00","4.00","Cutting","CUT-M2","Working","40","37","93%","Medium","High","Shift C","Working"
"ORD-002","6/21/2025","21","5:00:00","5.00","Cutting","CUT-M2","Working","40","37","93%","Medium","High","Shift C","Working"
"ORD-002","6/21/2025","21","6:00:00","6.00","Cutting","CUT-M2","Maintenance","40","42","105%","Medium","Unplanned Downtime","Shift A","Maintenance"
"ORD-002","6/21/2025","21","7:00:00","7.00","Cutting","CUT-M2","Working","40","41","103%","Medium","Low","Shift A","Working"
"ORD-002","6/21/2025","21","8:00:00","8.00","Cutting","CUT-M2","Idle","40","37","93%","Medium","Unplanned Downtime","Shift A","Idle"
"ORD-002","6/21/2025","21","9:00:00","9.00","Cutting","CUT-M2","Working","40","38","95%","Medium","Low","Shift A","Working"
"ORD-002","6/21/2025","21","10:00:00","10.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift A","Working"
"ORD-002","6/21/2025","21","11:00:00","11.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift A","Working"
"ORD-002","6/21/2025","21","12:00:00","12.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift A","Working"
"ORD-002","6/21/2025","21","13:00:00","13.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift A","Working"
"ORD-002","6/21/2025","21","14:00:00","14.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","15:00:00","15.00","Cutting","CUT-M2","Working","40","42","105%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","16:00:00","16.00","Cutting","CUT-M2","Working","40","37","93%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","17:00:00","17.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","18:00:00","18.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","19:00:00","19.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","20:00:00","20.00","Cutting","CUT-M2","Working","40","39","98%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","21:00:00","21.00","Cutting","CUT-M2","Working","40","38","95%","Medium","High","Shift B","Working"
"ORD-002","6/21/2025","21","22:00:00","22.00","Cutting","CUT-M2","Maintenance","40","37","93%","Medium","Unplanned Downtime","Shift C","Maintenance"
"ORD-002","6/21/2025","21","23:00:00","23.00","Cutting","CUT-M2","Working","40","41","103%","Medium","Low","Shift C","Working"
"ORD-002","6/22/2025","22","0:00:00","0.00","Cutting","CUT-M2","Working","40","18","45%","Medium","Low","Shift C","Working"
"ORD-002","6/22/2025","22","1:00:00","1.00","Cutting","CUT-M2","Working","40","36","90%","Medium","High","Shift C","Working"
"ORD-002","6/22/2025","22","2:00:00","2.00","Cutting","CUT-M2","Maintenance","40","0","0%","Medium","Unplanned Downtime","Shift C","Maintenance"
"ORD-002","6/22/2025","22","3:00:00","3.00","Cutting","CUT-M2","Idle","40","0","0%","Medium","Unplanned Downtime","Shift C","Idle"
"ORD-002","6/22/2025","22","4:00:00","4.00","Cutting","CUT-M2","Working","40","18","45%","Medium","Low","Shift C","Working"
"ORD-002","6/22/2025","22","5:00:00","5.00","Cutting","CUT-M2","Working","40","21","53%","Medium","Low","Shift C","Working"
"ORD-002","6/22/2025","22","6:00:00","6.00","Cutting","CUT-M2","Working","40","34","85%","Medium","Medium","Shift A","Working"
"ORD-002","6/22/2025","22","7:00:00","7.00","Cutting","CUT-M2","Working","40","36","90%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","8:00:00","8.00","Cutting","CUT-M2","Working","40","34","85%","Medium","Medium","Shift A","Working"
"ORD-002","6/22/2025","22","9:00:00","9.00","Cutting","CUT-M2","Working","40","39","98%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","10:00:00","10.00","Cutting","CUT-M2","Working","40","35","88%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","11:00:00","11.00","Cutting","CUT-M2","Working","40","37","93%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","12:00:00","12.00","Cutting","CUT-M2","Working","40","39","98%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","13:00:00","13.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift A","Working"
"ORD-002","6/22/2025","22","14:00:00","14.00","Cutting","CUT-M2","Working","40","36","90%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","15:00:00","15.00","Cutting","CUT-M2","Working","40","38","95%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","16:00:00","16.00","Cutting","CUT-M2","Working","40","37","93%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","17:00:00","17.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","18:00:00","18.00","Cutting","CUT-M2","Working","40","34","85%","Medium","Medium","Shift B","Working"
"ORD-002","6/22/2025","22","19:00:00","19.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","20:00:00","20.00","Cutting","CUT-M2","Working","40","39","98%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","21:00:00","21.00","Cutting","CUT-M2","Working","40","41","103%","Medium","High","Shift B","Working"
"ORD-002","6/22/2025","22","22:00:00","22.00","Cutting","CUT-M2","Working","40","40","100%","Medium","High","Shift C","Working"
"ORD-002","6/22/2025","22","23:00:00","23.00","Cutting","CUT-M2","Working","40","39","98%","Medium","High","Shift C","Working"
"ORD-002","6/20/2025","20","0:00:00","0.00","Finishing","FIN-M1","Working","50","39","78%","Medium","Low","Shift C","Working"
"ORD-002","6/20/2025","20","1:00:00","1.00","Finishing","FIN-M1","Working","50","38","76%","Medium","Low","Shift C","Working"
"ORD-002","6/20/2025","20","3:00:00","3.00","Finishing","FIN-M1","Working","50","38","76%","Medium","Low","Shift C","Working"
"ORD-002","6/20/2025","20","4:00:00","4.00","Finishing","FIN-M1","Working","50","40","80%","Medium","Low","Shift C","Working"
"ORD-002","6/20/2025","20","5:00:00","5.00","Finishing","FIN-M1","Working","50","39","78%","Medium","Low","Shift C","Working"
"ORD-002","6/20/2025","20","7:00:00","7.00","Finishing","FIN-M1","Working","50","38","76%","Medium","Low","Shift A","Working"
"ORD-002","6/20/2025","20","8:00:00","8.00","Finishing","FIN-M1","Working","50","39","78%","Medium","Low","Shift A","Working"
"ORD-002","6/20/2025","20","10:00:00","10.00","Finishing","FIN-M1","Working","50","39","78%","Medium","Low","Shift A","Working"
"ORD-002","6/20/2025","20","11:00:00","11.00","Finishing","FIN-M1","Working","50","40","80%","Medium","Low","Shift A","Working"
"ORD-002","6/20/2025","20","12:00:00","12.00","Finishing","FIN-M1","Maintenance","50","38","76%","Medium","Unplanned Downtime","Shift A","Maintenance"
"ORD-002","6/20/2025","20","13:00:00","13.00","Finishing","FIN-M1","Working","50","38","76%","Medium","Low","Shift A","Working"
