Order ID,Target cycle time,Actual Cycle Time,status
ORD2173,80,79,On Time
ORD2243,80,79,On Time
ORD2253,80,79,On Time
ORD2269,80,80,On Time
ORD2280,80,79,On Time
ORD2317,80,67,On Time
ORD2339,80,80,On Time
ORD2355,80,78,On Time
ORD2410,80,79,On Time
ORD2423,80,80,On Time
ORD2425,80,75,On Time
ORD2449,80,64,On Time
ORD0012,81,79,On Time
ORD0037,81,72,On Time
ORD0056,81,66,On Time
ORD0057,81,80,On Time
ORD0058,81,79,On Time
ORD0060,81,80,On Time
ORD0083,81,67,On Time
ORD0089,81,77,On Time
ORD0120,81,68,On Time
ORD0147,81,65,On Time
ORD0161,81,79,On Time
ORD0172,81,77,On Time
ORD0185,81,80,On Time
ORD0208,81,80,On Time
ORD0222,81,80,On Time
ORD0229,81,72,On Time
ORD0241,81,80,On Time
ORD0243,81,67,On Time
ORD0277,81,80,On Time
ORD0279,81,81,On Time
ORD0282,81,80,On Time
ORD0285,81,80,On Time
ORD0313,81,80,On Time
ORD0321,81,77,On Time
ORD0338,81,70,On Time
ORD0396,81,62,On Time
ORD0397,81,72,On Time
ORD0408,81,81,On Time
ORD0426,81,81,On Time
ORD0432,81,80,On Time
ORD0434,81,81,On Time
ORD0447,81,70,On Time
ORD0449,81,78,On Time
ORD0450,81,65,On Time
ORD0472,81,81,On Time
ORD0477,81,80,On Time
ORD0504,81,64,On Time
ORD0517,81,80,On Time
ORD0525,81,78,On Time
ORD0531,81,80,On Time
ORD0573,81,80,On Time
ORD0583,81,81,On Time
ORD0588,81,76,On Time
ORD0625,81,73,On Time
ORD0641,81,75,On Time
ORD0728,81,80,On Time
ORD0734,81,80,On Time
ORD0738,81,69,On Time
ORD0763,81,67,On Time
ORD0781,81,80,On Time
ORD0794,81,77,On Time
ORD0808,81,80,On Time
ORD0810,81,81,On Time
ORD0861,81,76,On Time
ORD0879,81,72,On Time
ORD0921,81,63,On Time
ORD0929,81,69,On Time
ORD1008,81,81,On Time
ORD1017,81,76,On Time
ORD1047,81,61,On Time
ORD1059,81,81,On Time
ORD1069,81,80,On Time
ORD1128,81,81,On Time
ORD1142,81,80,On Time
ORD1152,81,81,On Time
ORD1237,81,76,On Time
ORD1240,81,78,On Time
ORD1254,81,60,On Time
ORD1264,81,81,On Time
ORD1304,81,81,On Time
ORD1384,81,81,On Time
ORD1386,81,81,On Time
ORD1405,81,80,On Time
ORD1433,81,77,On Time
ORD1447,81,81,On Time
ORD1480,81,74,On Time
ORD1516,81,80,On Time
ORD1528,81,77,On Time
ORD1532,81,68,On Time
ORD1539,81,80,On Time
ORD1557,81,80,On Time
ORD1607,81,81,On Time
ORD1611,81,79,On Time
ORD1640,81,80,On Time
ORD1650,81,74,On Time
ORD1686,81,78,On Time
ORD1723,81,72,On Time
ORD1728,81,73,On Time
ORD1735,81,79,On Time
ORD1751,81,80,On Time
ORD1786,81,75,On Time
ORD1807,81,80,On Time
ORD1812,81,80,On Time
ORD1832,81,81,On Time
ORD1855,81,81,On Time
ORD1902,81,80,On Time
ORD1912,81,80,On Time
ORD1965,81,81,On Time
ORD1979,81,80,On Time
ORD1990,81,81,On Time
ORD1993,81,81,On Time
ORD2022,81,63,On Time
ORD2032,81,71,On Time
ORD2038,81,81,On Time
ORD2044,81,80,On Time
ORD2050,81,80,On Time
ORD2053,81,68,On Time
ORD2058,81,70,On Time
ORD2077,81,81,On Time
ORD2096,81,80,On Time
ORD2101,81,71,On Time
ORD2103,81,81,On Time
ORD2121,81,80,On Time
ORD2162,81,77,On Time
ORD2166,81,80,On Time
ORD2171,81,76,On Time
ORD2178,81,81,On Time
ORD2181,81,81,On Time
ORD2187,81,68,On Time
ORD2192,81,78,On Time
ORD2226,81,80,On Time
ORD2232,81,78,On Time
ORD2233,81,80,On Time
ORD2250,81,80,On Time
ORD2296,81,81,On Time
ORD2311,81,81,On Time
ORD2314,81,80,On Time
ORD2346,81,81,On Time
ORD2364,81,69,On Time
ORD2383,81,76,On Time
ORD2386,81,65,On Time
ORD2406,81,80,On Time
ORD2420,81,80,On Time
ORD2436,81,68,On Time
ORD2439,81,64,On Time
ORD2450,81,81,On Time
ORD2465,81,80,On Time
ORD0021,78,78,On Time
ORD0044,78,77,On Time
ORD0065,78,66,On Time
ORD0087,78,78,On Time
ORD0094,78,77,On Time
ORD0095,78,67,On Time
ORD0124,78,78,On Time
ORD0153,78,77,On Time
ORD0155,78,64,On Time
ORD0160,78,77,On Time
ORD0181,78,76,On Time
ORD0192,78,77,On Time
ORD0195,78,78,On Time
ORD0217,78,76,On Time
ORD0227,78,77,On Time
ORD0246,78,74,On Time
ORD0249,78,67,On Time
ORD0306,78,78,On Time
ORD0325,78,77,On Time
ORD0344,78,77,On Time
ORD0349,78,77,On Time
ORD0422,78,77,On Time
ORD0459,78,77,On Time
ORD0470,78,66,On Time
ORD0528,78,78,On Time
ORD0559,78,76,On Time
ORD0560,78,76,On Time
ORD0567,78,77,On Time
ORD0570,78,58,On Time
ORD0579,78,78,On Time
ORD0608,78,77,On Time
ORD0613,78,77,On Time
ORD0638,78,78,On Time
ORD0650,78,78,On Time
ORD0688,78,78,On Time
ORD0703,78,77,On Time
ORD0714,78,62,On Time
ORD0718,78,75,On Time
ORD0725,78,78,On Time
ORD0752,78,68,On Time
ORD0769,78,78,On Time
ORD0811,78,77,On Time
ORD0826,78,77,On Time
ORD0842,78,77,On Time
ORD0857,78,77,On Time
ORD0873,78,77,On Time
ORD0883,78,66,On Time
ORD0888,78,78,On Time
ORD0900,78,76,On Time
ORD0902,78,66,On Time
ORD0904,78,77,On Time
ORD0908,78,78,On Time
ORD0909,78,69,On Time
ORD0922,78,77,On Time
ORD0955,78,70,On Time
ORD0956,78,66,On Time
ORD1012,78,77,On Time
ORD1026,78,78,On Time
ORD1052,78,74,On Time
ORD1070,78,74,On Time
ORD1115,78,78,On Time
ORD1135,78,77,On Time
ORD1148,78,76,On Time
ORD1160,78,77,On Time
ORD1183,78,77,On Time
ORD1186,78,77,On Time
ORD1187,78,78,On Time
ORD1198,78,75,On Time
ORD1239,78,72,On Time
ORD1253,78,77,On Time
ORD1295,78,74,On Time
ORD1301,78,74,On Time
ORD1359,78,65,On Time
ORD1382,78,78,On Time
ORD1426,78,77,On Time
ORD1458,78,77,On Time
ORD1465,78,68,On Time
ORD1474,78,69,On Time
ORD1476,78,77,On Time
ORD1486,78,69,On Time
ORD1494,78,75,On Time
ORD1585,78,77,On Time
ORD1597,78,74,On Time
ORD1601,78,78,On Time
ORD1615,78,78,On Time
ORD1632,78,75,On Time
ORD1669,78,78,On Time
ORD1726,78,76,On Time
ORD1727,78,78,On Time
ORD1733,78,78,On Time
ORD1766,78,78,On Time
ORD1809,78,78,On Time
ORD1822,78,78,On Time
ORD1826,78,77,On Time
ORD1842,78,65,On Time
ORD1843,78,78,On Time
ORD1879,78,77,On Time
ORD1895,78,67,On Time
ORD1942,78,68,On Time
ORD1948,78,74,On Time
ORD2004,78,78,On Time
ORD2008,78,77,On Time
ORD2036,78,62,On Time
ORD2037,78,77,On Time
ORD2041,78,77,On Time
ORD2102,78,69,On Time
ORD2116,78,75,On Time
ORD2139,78,77,On Time
ORD2218,78,78,On Time
ORD2220,78,77,On Time
ORD2222,78,77,On Time
ORD2265,78,71,On Time
ORD2266,78,77,On Time
ORD2267,78,77,On Time
ORD2271,78,77,On Time
ORD2306,78,77,On Time
ORD2310,78,78,On Time
ORD2319,78,72,On Time
ORD2320,78,78,On Time
ORD2330,78,77,On Time
ORD2359,78,78,On Time
ORD2372,78,73,On Time
ORD2380,78,73,On Time
ORD2394,78,78,On Time
ORD2422,78,78,On Time
ORD2424,78,77,On Time
ORD2448,78,67,On Time
ORD2466,78,77,On Time
ORD2469,78,76,On Time
ORD2474,78,78,On Time
ORD2486,78,77,On Time
ORD2497,78,75,On Time
ORD0006,79,64,On Time
ORD0007,79,78,On Time
ORD0047,79,78,On Time
ORD0107,79,79,On Time
ORD0108,79,79,On Time
ORD0109,79,70,On Time
ORD0113,79,78,On Time
ORD0128,79,60,On Time
ORD0136,79,78,On Time
ORD0139,79,69,On Time
ORD0158,79,79,On Time
ORD0213,79,78,On Time
ORD0275,79,78,On Time
ORD0304,79,78,On Time
ORD0323,79,78,On Time
ORD0345,79,78,On Time
ORD0360,79,76,On Time
ORD0363,79,70,On Time
ORD0390,79,73,On Time
ORD0428,79,78,On Time
ORD0465,79,78,On Time
ORD0488,79,71,On Time
ORD0497,79,73,On Time
ORD0500,79,61,On Time
ORD0507,79,79,On Time
ORD0510,79,78,On Time
ORD0529,79,78,On Time
ORD0576,79,78,On Time
ORD0597,79,78,On Time
ORD0605,79,79,On Time
ORD0680,79,79,On Time
ORD0684,79,62,On Time
ORD0695,79,79,On Time
ORD0722,79,79,On Time
ORD0748,79,65,On Time
ORD0755,79,78,On Time
ORD0787,79,78,On Time
ORD0797,79,75,On Time
ORD0809,79,78,On Time
ORD0832,79,79,On Time
ORD0835,79,79,On Time
ORD0849,79,79,On Time
ORD0868,79,79,On Time
ORD0937,79,78,On Time
ORD0941,79,79,On Time
ORD0972,79,77,On Time
ORD0978,79,71,On Time
ORD0990,79,65,On Time
ORD0994,79,79,On Time
ORD1037,79,79,On Time
ORD1040,79,78,On Time
ORD1081,79,78,On Time
ORD1082,79,71,On Time
ORD1083,79,62,On Time
ORD1112,79,79,On Time
ORD1121,79,78,On Time
ORD1123,79,74,On Time
ORD1140,79,74,On Time
ORD1149,79,78,On Time
ORD1206,79,71,On Time
ORD1212,79,78,On Time
ORD1231,79,73,On Time
ORD1252,79,79,On Time
ORD1283,79,77,On Time
ORD1288,79,78,On Time
ORD1294,79,79,On Time
ORD1303,79,79,On Time
ORD1314,79,78,On Time
ORD1376,79,79,On Time
ORD1412,79,79,On Time
ORD1414,79,79,On Time
ORD1417,79,75,On Time
ORD1503,79,78,On Time
ORD1504,79,79,On Time
ORD1530,79,76,On Time
ORD1549,79,65,On Time
ORD1550,79,72,On Time
ORD1559,79,78,On Time
ORD1624,79,79,On Time
ORD1715,79,78,On Time
ORD1730,79,79,On Time
ORD1754,79,78,On Time
ORD1760,79,78,On Time
ORD1777,79,72,On Time
ORD1781,79,72,On Time
ORD1824,79,76,On Time
ORD1833,79,74,On Time
ORD1846,79,76,On Time
ORD1853,79,77,On Time
ORD1865,79,79,On Time
ORD1906,79,78,On Time
ORD1957,79,78,On Time
ORD1964,79,65,On Time
ORD2015,79,79,On Time
ORD2059,79,79,On Time
ORD2084,79,79,On Time
ORD2090,79,75,On Time
ORD2097,79,78,On Time
ORD2134,79,79,On Time
ORD2141,79,72,On Time
ORD2174,79,79,On Time
ORD2190,79,78,On Time
ORD2198,79,66,On Time
ORD2224,79,61,On Time
ORD2249,79,79,On Time
ORD2260,79,78,On Time
ORD2316,79,78,On Time
ORD2322,79,78,On Time
ORD2367,79,78,On Time
ORD2385,79,77,On Time
ORD2392,79,68,On Time
ORD2403,79,78,On Time
ORD2411,79,79,On Time
ORD2447,79,79,On Time
ORD2493,79,74,On Time
ORD0017,82,80,On Time
ORD0022,82,77,On Time
ORD0053,82,76,On Time
ORD0082,82,81,On Time
ORD0085,82,81,On Time
ORD0086,82,82,On Time
ORD0114,82,81,On Time
ORD0122,82,81,On Time
ORD0184,82,71,On Time
ORD0191,82,80,On Time
ORD0197,82,82,On Time
ORD0237,82,82,On Time
ORD0255,82,82,On Time
ORD0266,82,81,On Time
ORD0296,82,81,On Time
ORD0301,82,81,On Time
ORD0302,82,63,On Time
ORD0381,82,81,On Time
ORD0431,82,82,On Time
ORD0442,82,82,On Time
ORD0483,82,81,On Time
ORD0493,82,70,On Time
ORD0545,82,82,On Time
ORD0546,82,71,On Time
ORD0563,82,72,On Time
ORD0580,82,82,On Time
ORD0582,82,81,On Time
ORD0585,82,81,On Time
ORD0611,82,82,On Time
ORD0616,82,82,On Time
ORD0617,82,78,On Time
ORD0618,82,81,On Time
ORD0651,82,82,On Time
ORD0668,82,80,On Time
ORD0727,82,81,On Time
ORD0759,82,82,On Time
ORD0784,82,80,On Time
ORD0800,82,82,On Time
ORD0844,82,82,On Time
ORD0884,82,81,On Time
ORD0930,82,81,On Time
ORD0934,82,74,On Time
ORD0946,82,72,On Time
ORD0953,82,82,On Time
ORD0968,82,77,On Time
ORD0996,82,78,On Time
ORD1005,82,82,On Time
ORD1014,82,82,On Time
ORD1020,82,66,On Time
ORD1048,82,81,On Time
ORD1060,82,81,On Time
ORD1100,82,81,On Time
ORD1145,82,82,On Time
ORD1153,82,75,On Time
ORD1191,82,82,On Time
ORD1211,82,82,On Time
ORD1218,82,76,On Time
ORD1299,82,81,On Time
ORD1320,82,63,On Time
ORD1339,82,81,On Time
ORD1342,82,82,On Time
ORD1346,82,67,On Time
ORD1353,82,81,On Time
ORD1399,82,81,On Time
ORD1418,82,65,On Time
ORD1452,82,81,On Time
ORD1457,82,82,On Time
ORD1460,82,81,On Time
ORD1508,82,64,On Time
ORD1554,82,82,On Time
ORD1580,82,73,On Time
ORD1605,82,82,On Time
ORD1608,82,82,On Time
ORD1621,82,82,On Time
ORD1639,82,63,On Time
ORD1648,82,82,On Time
ORD1658,82,82,On Time
ORD1665,82,78,On Time
ORD1742,82,82,On Time
ORD1743,82,79,On Time
ORD1770,82,82,On Time
ORD1837,82,81,On Time
ORD1838,82,82,On Time
ORD1858,82,82,On Time
ORD1862,82,78,On Time
ORD1966,82,82,On Time
ORD2020,82,81,On Time
ORD2028,82,65,On Time
ORD2206,82,79,On Time
ORD2236,82,77,On Time
ORD2242,82,82,On Time
ORD2248,82,82,On Time
ORD2258,82,75,On Time
ORD2261,82,67,On Time
ORD2297,82,82,On Time
ORD2298,82,81,On Time
ORD2303,82,78,On Time
ORD2309,82,81,On Time
ORD2332,82,71,On Time
ORD2354,82,66,On Time
ORD2356,82,82,On Time
ORD2381,82,81,On Time
ORD2384,82,82,On Time
ORD2435,82,81,On Time
ORD2437,82,81,On Time
ORD2498,82,82,On Time
ORD0020,77,70,On Time
ORD0032,77,76,On Time
ORD0068,77,77,On Time
ORD0069,77,62,On Time
ORD0111,77,73,On Time
ORD0118,77,74,On Time
ORD0121,77,77,On Time
ORD0167,77,75,On Time
ORD0176,77,76,On Time
ORD0190,77,73,On Time
ORD0214,77,73,On Time
ORD0226,77,77,On Time
ORD0250,77,75,On Time
ORD0256,77,75,On Time
ORD0268,77,64,On Time
ORD0310,77,76,On Time
ORD0374,77,73,On Time
ORD0393,77,69,On Time
ORD0423,77,77,On Time
ORD0427,77,77,On Time
ORD0433,77,77,On Time
ORD0439,77,76,On Time
ORD0456,77,77,On Time
ORD0461,77,76,On Time
ORD0464,77,77,On Time
ORD0485,77,77,On Time
ORD0496,77,77,On Time
ORD0532,77,74,On Time
ORD0534,77,77,On Time
ORD0543,77,72,On Time
ORD0575,77,62,On Time
ORD0581,77,69,On Time
ORD0593,77,76,On Time
ORD0630,77,76,On Time
ORD0640,77,61,On Time
ORD0649,77,66,On Time
ORD0656,77,73,On Time
ORD0659,77,77,On Time
ORD0700,77,69,On Time
ORD0709,77,76,On Time
ORD0715,77,77,On Time
ORD0723,77,76,On Time
ORD0740,77,70,On Time
ORD0746,77,77,On Time
ORD0758,77,77,On Time
ORD0766,77,76,On Time
ORD0812,77,64,On Time
ORD0828,77,76,On Time
ORD0852,77,71,On Time
ORD0859,77,77,On Time
ORD0895,77,65,On Time
ORD0920,77,62,On Time
ORD0949,77,76,On Time
ORD0951,77,76,On Time
ORD0969,77,77,On Time
ORD0975,77,76,On Time
ORD1001,77,76,On Time
ORD1050,77,67,On Time
ORD1063,77,63,On Time
ORD1104,77,77,On Time
ORD1131,77,65,On Time
ORD1154,77,62,On Time
ORD1168,77,76,On Time
ORD1215,77,68,On Time
ORD1216,77,73,On Time
ORD1257,77,76,On Time
ORD1323,77,76,On Time
ORD1343,77,66,On Time
ORD1350,77,76,On Time
ORD1361,77,77,On Time
ORD1507,77,76,On Time
ORD1524,77,77,On Time
ORD1538,77,76,On Time
ORD1551,77,76,On Time
ORD1616,77,77,On Time
ORD1758,77,71,On Time
ORD1792,77,77,On Time
ORD1805,77,77,On Time
ORD1847,77,70,On Time
ORD1848,77,77,On Time
ORD1864,77,75,On Time
ORD1891,77,77,On Time
ORD1931,77,64,On Time
ORD1963,77,77,On Time
ORD2031,77,64,On Time
ORD2051,77,76,On Time
ORD2052,77,77,On Time
ORD2091,77,76,On Time
ORD2168,77,73,On Time
ORD2204,77,77,On Time
ORD2231,77,67,On Time
ORD2275,77,77,On Time
ORD2302,77,77,On Time
ORD2360,77,76,On Time
ORD2374,77,75,On Time
ORD2375,77,77,On Time
ORD2377,77,76,On Time
ORD2418,77,76,On Time
ORD2459,77,77,On Time
ORD2495,77,66,On Time
ORD2499,77,77,On Time
ORD0011,83,83,On Time
ORD0245,83,83,On Time
ORD0270,83,76,On Time
ORD0276,83,83,On Time
ORD0322,83,83,On Time
ORD0337,83,81,On Time
ORD0350,83,71,On Time
ORD0351,83,82,On Time
ORD0380,83,79,On Time
ORD0389,83,81,On Time
ORD0551,83,79,On Time
ORD0589,83,82,On Time
ORD0652,83,82,On Time
ORD0655,83,82,On Time
ORD0657,83,72,On Time
ORD0672,83,60,On Time
ORD0678,83,82,On Time
ORD0689,83,82,On Time
ORD0706,83,82,On Time
ORD0760,83,82,On Time
ORD0764,83,81,On Time
ORD0767,83,63,On Time
ORD0776,83,77,On Time
ORD0803,83,83,On Time
ORD0871,83,62,On Time
ORD0885,83,80,On Time
ORD0899,83,67,On Time
ORD0912,83,83,On Time
ORD0987,83,83,On Time
ORD1022,83,64,On Time
ORD1030,83,83,On Time
ORD1032,83,80,On Time
ORD1106,83,82,On Time
ORD1132,83,83,On Time
ORD1173,83,79,On Time
ORD1226,83,82,On Time
ORD1256,83,82,On Time
ORD1271,83,82,On Time
ORD1300,83,83,On Time
ORD1309,83,82,On Time
ORD1315,83,80,On Time
ORD1328,83,63,On Time
ORD1330,83,78,On Time
ORD1355,83,81,On Time
ORD1365,83,82,On Time
ORD1373,83,62,On Time
ORD1401,83,64,On Time
ORD1409,83,75,On Time
ORD1435,83,73,On Time
ORD1440,83,83,On Time
ORD1515,83,83,On Time
ORD1537,83,83,On Time
ORD1542,83,77,On Time
ORD1574,83,74,On Time
ORD1579,83,82,On Time
ORD1609,83,82,On Time
ORD1662,83,82,On Time
ORD1663,83,83,On Time
ORD1692,83,82,On Time
ORD1705,83,65,On Time
ORD1706,83,82,On Time
ORD1716,83,71,On Time
ORD1749,83,65,On Time
ORD1794,83,82,On Time
ORD1795,83,66,On Time
ORD1852,83,83,On Time
ORD1859,83,71,On Time
ORD1863,83,82,On Time
ORD1880,83,83,On Time
ORD1882,83,80,On Time
ORD1932,83,78,On Time
ORD1956,83,70,On Time
ORD1984,83,76,On Time
ORD1992,83,69,On Time
ORD2048,83,69,On Time
ORD2056,83,82,On Time
ORD2124,83,74,On Time
ORD2129,83,78,On Time
ORD2137,83,78,On Time
ORD2156,83,66,On Time
ORD2175,83,83,On Time
ORD2188,83,82,On Time
ORD2202,83,83,On Time
ORD2211,83,67,On Time
ORD2227,83,70,On Time
ORD2262,83,82,On Time
ORD2263,83,80,On Time
ORD2318,83,79,On Time
ORD2353,83,82,On Time
ORD2362,83,67,On Time
ORD2376,83,83,On Time
ORD2442,83,82,On Time
ORD2461,83,78,On Time
ORD2485,83,82,On Time
ORD0024,84,83,On Time
ORD0038,84,84,On Time
ORD0051,84,79,On Time
ORD0140,84,82,On Time
ORD0154,84,63,On Time
ORD0168,84,84,On Time
ORD0333,84,84,On Time
ORD0364,84,84,On Time
ORD0371,84,84,On Time
ORD0378,84,83,On Time
ORD0407,84,83,On Time
ORD0413,84,80,On Time
ORD0471,84,70,On Time
ORD0492,84,69,On Time
ORD0502,84,78,On Time
ORD0511,84,71,On Time
ORD0515,84,84,On Time
ORD0518,84,72,On Time
ORD0548,84,74,On Time
ORD0577,84,84,On Time
ORD0634,84,66,On Time
ORD0677,84,78,On Time
ORD0681,84,84,On Time
ORD0690,84,73,On Time
ORD0795,84,71,On Time
ORD0821,84,84,On Time
ORD0840,84,84,On Time
ORD0916,84,84,On Time
ORD0948,84,79,On Time
ORD1007,84,83,On Time
ORD1072,84,83,On Time
ORD1077,84,61,On Time
ORD1146,84,83,On Time
ORD1209,84,84,On Time
ORD1245,84,84,On Time
ORD1247,84,80,On Time
ORD1291,84,83,On Time
ORD1292,84,64,On Time
ORD1322,84,83,On Time
ORD1340,84,71,On Time
ORD1424,84,83,On Time
ORD1471,84,67,On Time
ORD1478,84,84,On Time
ORD1495,84,84,On Time
ORD1500,84,83,On Time
ORD1501,84,83,On Time
ORD1558,84,83,On Time
ORD1576,84,84,On Time
ORD1629,84,83,On Time
ORD1666,84,84,On Time
ORD1670,84,67,On Time
ORD1687,84,68,On Time
ORD1708,84,78,On Time
ORD1718,84,83,On Time
ORD1731,84,84,On Time
ORD1790,84,83,On Time
ORD1800,84,81,On Time
ORD1808,84,66,On Time
ORD1828,84,73,On Time
ORD1830,84,84,On Time
ORD1857,84,65,On Time
ORD1877,84,83,On Time
ORD1883,84,65,On Time
ORD1896,84,65,On Time
ORD1905,84,84,On Time
ORD1933,84,83,On Time
ORD2005,84,83,On Time
ORD2011,84,80,On Time
ORD2023,84,83,On Time
ORD2043,84,71,On Time
ORD2069,84,67,On Time
ORD2106,84,62,On Time
ORD2128,84,84,On Time
ORD2164,84,67,On Time
ORD2223,84,82,On Time
ORD2292,84,73,On Time
ORD2365,84,84,On Time
ORD2408,84,66,On Time
ORD2419,84,84,On Time
ORD2455,84,83,On Time
ORD2470,84,70,On Time
ORD2482,84,84,On Time
ORD0004,39,37,On Time
ORD0019,39,38,On Time
ORD0028,39,39,On Time
ORD0080,39,35,On Time
ORD0097,39,38,On Time
ORD0201,39,38,On Time
ORD0202,39,38,On Time
ORD0224,39,38,On Time
ORD0225,39,39,On Time
ORD0238,39,39,On Time
ORD0253,39,39,On Time
ORD0294,39,38,On Time
ORD0331,39,39,On Time
ORD0335,39,39,On Time
ORD0369,39,39,On Time
ORD0387,39,39,On Time
ORD0469,39,38,On Time
ORD0526,39,36,On Time
ORD0606,39,38,On Time
ORD0620,39,38,On Time
ORD0639,39,35,On Time
ORD0771,39,35,On Time
ORD0791,39,39,On Time
ORD0806,39,37,On Time
ORD0887,39,38,On Time
ORD0901,39,39,On Time
ORD0966,39,39,On Time
ORD0967,39,38,On Time
ORD1025,39,38,On Time
ORD1029,39,36,On Time
ORD1031,39,39,On Time
ORD1127,39,38,On Time
ORD1130,39,37,On Time
ORD1169,39,36,On Time
ORD1174,39,38,On Time
ORD1193,39,39,On Time
ORD1202,39,38,On Time
ORD1220,39,37,On Time
ORD1232,39,39,On Time
ORD1326,39,39,On Time
ORD1377,39,39,On Time
ORD1432,39,37,On Time
ORD1439,39,39,On Time
ORD1449,39,39,On Time
ORD1604,39,37,On Time
ORD1702,39,38,On Time
ORD1768,39,37,On Time
ORD1785,39,39,On Time
ORD1801,39,38,On Time
ORD1804,39,37,On Time
ORD1840,39,38,On Time
ORD1844,39,38,On Time
ORD1888,39,39,On Time
ORD1900,39,39,On Time
ORD1935,39,38,On Time
ORD1959,39,35,On Time
ORD1972,39,39,On Time
ORD1995,39,38,On Time
ORD2071,39,39,On Time
ORD2086,39,37,On Time
ORD2098,39,38,On Time
ORD2122,39,38,On Time
ORD2144,39,38,On Time
ORD2151,39,37,On Time
ORD2230,39,38,On Time
ORD2333,39,39,On Time
ORD2413,39,39,On Time
ORD2429,39,37,On Time
ORD0001,76,76,On Time
ORD0126,76,72,On Time
ORD0138,76,75,On Time
ORD0157,76,75,On Time
ORD0198,76,69,On Time
ORD0211,76,75,On Time
ORD0220,76,76,On Time
ORD0259,76,70,On Time
ORD0261,76,68,On Time
ORD0271,76,76,On Time
ORD0354,76,75,On Time
ORD0359,76,76,On Time
ORD0366,76,75,On Time
ORD0388,76,75,On Time
ORD0596,76,72,On Time
ORD0615,76,75,On Time
ORD0660,76,75,On Time
ORD0673,76,75,On Time
ORD0691,76,76,On Time
ORD0698,76,76,On Time
ORD0708,76,75,On Time
ORD0739,76,70,On Time
ORD0799,76,75,On Time
